pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,RepeatTurkerLabelCode
65,A,Charity.Cash,3,0,"He  could have fixed it to where that person received the money over a 3 month period to ensure they had food for the entire time. However, with him giving it to them all at once, they are able to buy other essentials other than just food. ",,R_2eb2zPFpYwQTYQq,2,0,3,1,44,1,3,0,3,0,0
66,A,Charity.Cash,4,0,"I appreciate the director trying to help people escape poverty, but his solution addresses symptoms, rather than the cause of the problem.  Therefore, it is a temporary solution.  After 3 months, these people will likely be back in the same situation they started out in.",,R_ZwSvLXf0dyKRgIN,2,0,4,0,23,0,4,1,3,0,0
67,A,Charity.Cash,2,1,I believe the money needs to go to the actual items that will make these people have better lives. Simply giving them cash will most likely not solve the problem. ,,R_3CB3T9rq3PuiHsH,1,1,3,1,29,0,6,1,6,1,0
68,A,Charity.Cash,4,0,"I chose that the director's decision was somewhat appropriate.  I choose this answer because he is the director of the charity and is able to make that decision.  I feel that his heart is in the right place but instead of giving the people a cash allotment for food, I believe that he should find a way to make sure that the cash would be used for their nourishment, such as vouchers.  It seems as though the cash could possibly not be used for three months of food.  The cash, I'm sure, would help these impoverished people but I also feel that his desire was for these people to be fed.",,R_1LhS83pWb9tpdUl,2,0,3,1,37,1,3,0,2,0,0
69,A,Charity.Cash,1,1,I feel if he did this it would not be used in the best way or to really help them. It could be temptation for someone to use it in an inappropriate way.,,R_2ztHciHkKNn6HjU,2,0,3,1,38,1,2,0,3,0,0
70,A,Charity.Cash,5,0,I feel that purchasing food is a way that we can help without risking popping off an international incident.,,R_2e9G6UhDNKxfzJb,1,1,3,1,34,1,3,0,2,0,0
71,A,Charity.Cash,2,1,"I think if the goal was to provide people with food, then food should have been provided and not cash that could have been spent on anything.",,R_CepioxaO9UBgiRz,2,0,3,1,35,1,4,1,6,1,0
72,A,Charity.Cash,5,0,I think that this is a very cool idea. I wish that it were real. But I think that it really would make a big difference if something like this were implemented. ,,R_ClWuaudZvXi1d4J,2,0,3,1,28,0,6,1,1,0,0
73,A,Charity.Cash,5,0,"I think the doctor's decision was very appropriate because, he provided low-income adults with enough cash to supply them with food, which could have a huge positive impact on these families' lives.",,R_3HouUTkeUlze6Yj,1,1,3,1,21,0,2,0,3,0,0
74,A,Charity.Cash,2,1,I think the thought is genuine but this is not a good way to distribute charitable funds. There is no way to know how that money is going to be used by those who get it.,,R_UDzO8ChEsuIM6vT,1,1,3,1,38,1,6,1,3,0,0
75,A,Charity.Cash,4,0,"If the recipients use the cash for the intended purpose then there is no problem. But if they use the cash for other things that they may not really need and then complain about not being able to feed themselves or their family, then there is a problem. There is some room for abuse of the system but I also believe that the majority of recipients will use the cash as intended.",,R_1CIKhaPcMojFZw6,2,0,3,1,62,1,3,0,1,0,0
76,A,Charity.Cash,2,1,"If you just give them money without any work or education/training, people would just come to depend on the government to support them.",,R_YVSLjCn3W0kHrRD,2,0,4,0,55,1,3,0,5,1,0
77,A,Charity.Cash,5,0,instead of charities taking money from him donating all the money he gives goes directly to them,,R_1DNZevRzuMek1zl,2,0,3,1,26,0,1,0,2,0,0
78,A,Charity.Cash,3,0,It could hurt or help. It may help people with the lowest of incomes but I'm not sure how well it will help with the tax season.,,R_eQzwJcuuqa6ht3b,1,1,4,0,24,0,4,1,1,0,0
79,A,Charity.Cash,4,0,"It helps, but only temporarily. Teach a man to fish instead.",,R_1C9dPdqaA1Hr3SJ,1,1,3,1,27,0,2,0,2,0,0
80,A,Charity.Cash,4,0,It is somewhat appropriate because he is still using it for a good purpose but we do not know what type of charity it was advertised for.,,R_3MQYMYyAbIyD196,2,0,3,1,20,0,2,0,3,0,0
81,A,Charity.Cash,3,0,"It's difficult to determine if the money will just serve as a handout and be spent on the wrong things, or if the recipients might choose to use the money wisely and purchase something (like an animal) that can be used to provide food for an extended period of time.",,R_USWU8spem2kvezn,2,0,3,1,40,1,6,1,5,1,0
82,A,Charity.Cash,1,1,It's important to help those in need. Feeding people is a good way.,,R_2WIpETd3yzAG3T6,2,0,1,0,22,0,3,0,1,0,0
83,A,Charity.Cash,4,0,Maybe each household. Sometimes there are 4 or 5 adults under the same roof . Homes with one a dult a nf 4 kids need help also,,R_3hnYGTQyN4oA2KA,2,0,3,1,56,1,2,0,3,0,0
84,A,Charity.Cash,5,0,Studies have shown that people know what they need best. Giving them straight money is more effective and beneficial for these people than them just receiving food or whatever else the charity would give out.,,R_2rZ1s6PfhvqbuYe,2,0,3,1,27,0,6,1,2,0,0
85,A,Charity.Cash,5,0,The Director is trying to help those in need. This is a great way to spend the money.,,R_1QfsOD5wl1BL9f5,1,1,3,1,39,1,3,0,4,1,0
86,A,Charity.Cash,5,0,"The director of the charity is giving to the less fortunate, which s what he is suppose to do.",,R_1EYiSTt4fqkiWml,1,1,1,0,29,0,2,0,1,0,0
87,A,Charity.Cash,5,0,They need food to live,,R_2DOaSFNbbH0Krco,1,1,3,1,25,0,4,1,3,0,0
88,A,Charity.Cash,4,0,This is a great way to help adults in poverty.  My only concern is that the stipend does not provide assistance for long enough,,R_3h09BUdHIJkLXgC,1,1,3,1,33,0,6,1,6,1,0
89,A,Charity.Cash,5,0,This is a great way to make a change in peoples life and help them get out of this bad situation,,R_enRYhqd9XL6WlFv,1,1,3,1,27,0,2,0,5,1,0
90,A,Charity.Cash,4,0,This seems like a very caring and thoughful thing to do which could help thousands and thousands of people. Many politicians do not seem to put this much care into their jobs and so it would be more appropriate for others to act this way.,,R_1gFII5g3eXOA73I,2,0,3,1,24,0,4,1,3,0,0
91,A,Charity.Cash,4,0,This would be an asset to those poor people so I think this was a good decision on the director's part.,,R_1flS9L41N61BpTt,1,1,3,1,50,1,2,0,2,0,0
92,A,Charity.Cash,5,0,Three months of food will help these families survive while seeking out possible forms of income. One less worry on them.,,R_plnT2CnEekd7biN,2,0,3,1,39,1,3,0,3,0,0
93,A,Charity.Cash,4,0,"What the director did was nice, but it seems like there could be better uses of that money to help those same people get access to education or better earnings opportunities.",,R_3Orhk6bVTVJDsCJ,1,1,2,0,30,0,3,0,2,0,0
153,B,Charity.Training,4,0,a,,R_2qmjdeipW6UFb5q,1,1,2,0,1,0,6,1,2,0,0
154,B,Charity.Training,5,0,"The charity has presumably received this money freely (not through coercion). Therefore the director has the freedom to do what he wants with the money so long as his decision abides by the overall mission and rules of the charity.

I think that spending the money on training is a very good and helpful idea.",,R_24H6oSlNJcoHI85,2,0,"2,3",0,27,0,3,0,1,0,0
155,B,Charity.Training,4,0,I think having a trade skill is awesome because then they can go to work and make money and hopefully get above the poverty line. But I think these people are also going to need more resources than that. Clothes to work. Food to eat. Etc... ,,R_3oMW9V2JmhOx2dO,2,0,3,1,28,0,4,1,3,0,0
156,B,Charity.Training,4,0,The training should be longer but still it could be useful.,,R_b7V4Ge5kla2AoAV,1,1,2,0,29,0,3,0,3,0,0
157,B,Charity.Training,5,0,It is a kind and selfless gesture.  Those above a certain income level apparnetly don't need it as bad as those below them ,,R_3231kmI7YzC7x5j,2,0,3,1,35,1,4,1,5,1,0
158,B,Charity.Training,4,0,"He means well and does what he thinks will help the people.  However, he neglects to consider that donors did not want their money used that way as other things could be more helpful.",,R_W9edOQc7UfWs3bX,1,1,3,1,33,0,4,1,4,1,0
159,B,Charity.Training,1,1,It is great to help people with things that will better their lives. School is a luxury that many can't afford.,,R_01bXeKrAGxfjY6R,1,1,"2,3,5",0,21,0,3,0,3,0,0
160,B,Charity.Training,5,0,The director is training people for jobs that pay better.,,R_D2jEocibBUb9mIF,2,0,3,1,71,1,6,1,1,0,0
161,B,Charity.Training,2,1,"I think that this is basically an altruistic move, and shows long-term vision. I don't think that one month of training is enough for most areas, though. This would not give most the appropriate training they need for new jobs. ",,R_OCKBVJMCnkymyJP,2,0,3,1,52,1,5,1,3,0,0
162,B,Charity.Training,5,0,I think this is a good idea because it's not a hand out it's a push in the right direction. It gets people to start something but itll be up them to continue training and eventually get a good job in the trade.,,R_r2ryY21m47lmoWB,2,0,3,1,25,0,3,0,4,1,0
163,B,Charity.Training,4,0,I think this is appropriate because the charity received a large amount. I also think it is helpful for people to receive training because it can be beneficial for them in the long run. ,,R_12nYHYBGOy75kIh,2,0,1,0,28,0,4,1,4,1,0
164,B,Charity.Training,5,0,That is a good way of helping people learn to help themselves.,,R_1E7n8dWBTplP50h,1,1,3,1,27,0,4,1,6,1,0
165,B,Charity.Training,1,1,"As long as people do not abuse this assistance and truly need the help, I am all for this. These could be hard working people, struggling to get by, and could use the extra push.",,R_1IGIidGqC6XJavx,1,1,3,1,29,0,4,1,3,0,0
166,B,Charity.Training,1,1,Giving people the opportunity to learn a skill/trade opens a lot of doors both career-wise and creatively. ,,R_PFCHMzitytUIXkd,2,0,3,1,29,0,3,0,3,0,0
167,B,Charity.Training,5,0,A great way to spend money.  It isn't just a handout and helps to plan for future success.,,R_26eYoqT1tfxXJhY,2,0,3,1,37,1,6,1,5,1,0
168,B,Charity.Training,4,0,It's helping others that need help.,,R_1hX67OVHkxlNhOG,1,1,3,1,26,0,4,1,3,0,0
169,B,Charity.Training,5,0,He is offering skills that are needed in the workplace to encourage a better lifestyle for individuals ,,R_1Nk0pYgKQWT3Swr,2,0,1,0,27,0,4,1,3,0,0
170,B,Charity.Training,5,0,It allows people to learn a skill that will help them long term. This type of help can actually change a person's life. ,,R_3noq1Ui155KL0mg,2,0,2,0,32,0,4,1,3,0,0
171,B,Charity.Training,5,0,"I think this is a great thing to do, anything to help other people is a good thing.",,R_1KvX1N1EqJoyUNE,1,1,3,1,28,0,3,0,2,0,0
172,B,Charity.Training,5,0,"This is a very generous act. By investing in these people's lives, the director is choosing to give them the lifelong gift of knowledge",,R_25tDNNqxvbflreS,2,0,3,1,30,0,4,1,3,0,0
173,B,Charity.Training,5,0,"Truly this demonstates the saying ""give someone a fish and they eat for one day. Teach them to
fish and they eat for a lifetime.",,R_3m30rFjj5GBBTHM,2,0,3,1,57,1,3,0,1,0,0
174,B,Charity.Training,4,0,"If you give them money it will help temporarily, but if you teach them a trade it will help them care for themselves forever. They will be more self sufficient if taught a trade.",,R_1ePgSoJTslg0Zp2,2,0,3,1,48,1,2,0,3,0,0
175,B,Charity.Training,4,0,This sounds like a good idea and could help people.,,R_1ifnxYxMZnH388d,2,0,3,1,28,0,2,0,6,1,0
176,B,Charity.Training,5,0,Charity work is always good work. He is helping people in need.,,R_3iPEIE83OzpArJn,1,1,2,0,28,0,3,0,2,0,0
177,B,Charity.Training,4,0,It's appropriate because it would help the low-income person to be able to raise their income permanently.,,R_3kERcZxCttxlJFx,2,0,3,1,43,1,3,0,2,0,0
178,B,Charity.Training,4,0,"I think that the idea is great and allowing people to learn useful skills could certainly help them escape poverty, but I also think that his scope is too wide and therefore the program won't be as effective as it could be. One month may not be enough for many people to learn a trade well enough for it to have a significant effect on their lives. ",,R_1mVjxw3BK6v4se0,1,1,3,1,30,0,4,1,4,1,0
179,B,Charity.Training,4,0,much better than just giving them money,,R_578NbZW22N4cNGx,1,1,3,1,36,1,4,1,5,1,0
180,B,Charity.Training,4,0,it will allow these people to continue to make money themselves if successful.,,R_2pWC1UfCAO5C2o3,2,0,3,1,45,1,3,0,2,0,0
181,B,Charity.Training,5,0,I love helping out my own community and this would be great for the people that really want or need the help.  Being trained in something that they love. The money would benefit them.,,R_1HjAclCI4vlMua8,2,0,3,1,55,1,3,0,1,0,0
182,B,Charity.Training,5,0,The money was for charity and this is charity. It didn't say what specifically he was going to donate it to so it is his choice,,R_eQCaAXSIOe9pi6d,2,0,3,1,49,1,3,0,5,1,0
183,B,Charity.Training,5,0,"Helping adults to gain a life-long skill in a high-demand trade is the key to helping them to escape a life of poverty. This is a very admirable initiative that helps to tackle the root of the issue, rather than merely the symptoms. ",,R_294IFmHXzm4hijJ,1,1,4,0,24,0,4,1,4,1,0
184,B,Charity.Training,5,0,This is a good decision in helping the community and also humanity as a whole.,,R_1mrZz6xemmoCz5q,2,0,3,1,50,1,3,0,2,0,0
185,B,Charity.Training,4,0,"I think it's good to teach people to fish, instead of providing a fish. That way they can use what they learned to benefit them forever. Rather then give them some money that will disappear in a week.",,R_27Ih6eRUkP0nSGp,2,0,3,1,46,1,4,1,2,0,0
186,B,Charity.Training,5,0,It seems like training and education is a good issue for a charity to have a long lasting impact.  I don't see much wrong with this.,,R_1rMpGluzg68BuzI,1,1,3,1,20,0,3,0,1,0,0
187,B,Charity.Training,5,0,I think this is a great idea. It might really help people who either don't have a marketable skill or who aren't able to find a job with their skill.,,R_2Vx0Em4QePGCBZY,2,0,"1,3",0,50,1,3,0,2,0,0
188,B,Charity.Training,4,0,Hopefully the trades will help the people. I do wonder how much of a trade they can learn in a month.,,R_1QH3UgJJOrdjw5A,1,1,3,1,65,1,3,0,2,0,0
1,A,DrugA,4,0,"The side effects of the drug are manageable, and the drugs can help keep patients healthier. In addition the drugs are affordable.",,R_3KZPQNuSlANzT6T,1,1,3,1,29,0,6,1,3,0,0
2,A,DrugA,5,0,Doctor Jones is attempting to provide good treatment for his patients by providing an affordable drug that has side effects that aren't too bad.  ,,R_2Ejjq51wQXzrJAl,2,0,3,1,24,0,6,1,2,0,0
3,A,DrugA,5,0,THere do not appear to be any malicious factors that have gone into the decision. The choice seems well intended.,,R_ZmihwyTqxyZWeJP,2,0,1,0,39,1,6,1,5,1,0
4,A,DrugA,4,0,The medicine is good and affordable,,R_33qb8evFYis1ceL,2,0,4,0,42,1,4,1,4,1,0
6,A,DrugA,5,0,It doesn't cause side effects and is wallet friendly,,R_3Dv9JbwRFhAHBnB,2,0,3,1,32,0,3,0,1,0,0
7,A,DrugA,4,0,It would save his patients money. The only drawback I see and what would bother me is the side effects. ,,R_3MyOILNoR24fOso,1,1,1,0,34,1,3,0,2,0,0
8,A,DrugA,5,0,Affordable drugs with good efficacy and low side effects are like every doctor's dream. Financial constraints are a huge barrier to care and prevent many people from taking their meds.,,R_3QGnUFVZuAoCHSP,2,0,3,1,27,0,5,1,1,0,0
9,A,DrugA,4,0,It is good to treat patients. I find it appropriate.,,R_pmlUxqdcDxKx3QR,2,0,3,1,44,1,6,1,3,0,0
10,A,DrugA,5,0,It seems that all the checks have been done.  The doctor would be appropriate to prescribe this drug.,,R_3PZT1p00mfJqnKe,2,0,3,1,41,1,4,1,3,0,0
11,A,DrugA,5,0,"The drug is approved by the FDA and the patients agree to and can hand;t the side effects. If drug B had less side effects however, this would be less appropriate.",,R_2bPMJi9QLvoeajh,1,1,3,1,34,1,3,0,1,0,1
12,A,DrugA,5,0,I chose this option because the doctor thought of his patients first. He chose a medication that works and won't break the bank.,,R_3NKeUzRtmDjTP9V,2,0,1,0,31,0,3,0,3,0,0
13,A,DrugA,3,0,I just hope that Drug A is safe and appropriate to treat the symptoms ,,R_1jWjlpT0pbUtUHO,2,0,4,0,37,1,4,1,6,1,0
