StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,xB1,xAB1,xA2,xB2,xAB2,xA3,xB3,xAB3,xA4,xB4,xAB4,xA5,xB5,xAB5,xA6,xB6,xAB6,xA7,xB7,xAB7,FreeResponse,PlantFood,GenesAnswer,Earth,Radioact,Lasers,Electrons,Continents,Gender,Antibiotics,degree,Degree_spec,God,Intuition,Science,Sex,Race/Ethnicity,Age,Education,Income,SC0,SC1
2017-10-27 13:18:57,2017-10-27 13:22:24,0,24.205.20.167,100,206,1,2017-10-27 13:22:25,R_3GvMb5QUypuL4aR,,,,,34.076095581055,-118.14419555664,anonymous,EN,,,,,,,,,5,,,,,,,,,,,,,One of the options expands upon the other as a means to see if more choice leads to greater participation‚ it is a test on an expansion and does not restrict what is currently available.,2,1,1,2,2,1,1,2,2,2,,1,2,3,2,4,51,3,5,8,6
2017-10-27 13:19:34,2017-10-27 13:22:32,0,47.36.139.247,100,178,1,2017-10-27 13:22:33,R_1P7vTmSxO8SELQl,,,,,46.412094116211,-120.23400115967,anonymous,EN,,,,,,,,,,,,5,,,,,,,,,,"It is a good idea for a test. A happier teacher will be more likely to work harder with the students. If you allow the teachers to choose which side they would like to be on they may all just choose the money, everyone wants more money. More vacation time each year may have a better effect on the teacher than more money.",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,28,2,4,9,3
2017-10-27 13:18:03,2017-10-27 13:22:34,0,107.77.237.41,100,270,1,2017-10-27 13:22:34,R_1KetBIomvDVfVNy,,,,,36.165893554688,-86.784400939941,anonymous,EN,,,,,,,,,,,,,,,1,,,,,,,I am very skeptical that a sturdy roof is more impactful than additional training.,2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,41,4,6,9,3
2017-10-27 13:19:43,2017-10-27 13:22:37,0,173.29.58.217,100,174,1,2017-10-27 13:22:37,R_1Oiqhdk95XpJca2,,,,,40.91340637207,-89.532600402832,anonymous,EN,,,,,,,1,,,,,,,,,,,,,,,it is very appropriate for a CEO to do this. It is good for his employee's,2,1,1,2,1,1,1,1,1,2,,3,2,5,2,3,52,2,2,7,6
2017-10-27 13:19:30,2017-10-27 13:22:40,0,24.20.3.168,100,190,1,2017-10-27 13:22:41,R_DuYRqNZIBG1nAml,,,,,44.057998657227,-123.00630187988,anonymous,EN,,,,,,,,,,,,,,,,,,4,,,,It appeals to both segments of duty and honor.  And the second to recognize this could become a rewarding career.,2,1,1,2,2,1,1,2,1,2,,5,4,4,1,3,45,4,2,7,11
2017-10-27 13:19:05,2017-10-27 13:22:51,0,97.125.168.178,100,225,1,2017-10-27 13:22:51,R_3HqufAKBjpNb8FL,,,,,41.56640625,-93.740501403809,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,I can see the reasoning behind wanting to assist those who have been unemployed but may backfire in the end because people may way till month 6 to find a job,2,1,1,1,2,1,1,1,2,2,,4,2,4,2,3,46,3,4,8,8
2017-10-27 13:20:13,2017-10-27 13:22:55,0,172.75.251.66,100,162,1,2017-10-27 13:22:56,R_0SZ8wKNV84Iqwk9,,,,,34.048400878906,-81.111000061035,anonymous,EN,,,,,,,,,,1,,,,,,,,,,,,I feel like teachers are not paid nearly enough and having a yearly bonus would make them feel more at ease and happy which would lead to increased productivity.,2,1,1,2,1,1,1,1,2,2,,5,5,3,2,5,33,3,3,8,13
2017-10-27 13:20:34,2017-10-27 13:23:02,0,71.28.163.34,100,147,1,2017-10-27 13:23:02,R_1rxLDrccvHn1a0S,,,,,34.798202514648,-84.908203125,anonymous,EN,,,,,,,,,,,,,,,4,,,,,,,he is offering 2 types of assistance to see which will benefit the people best,2,1,1,2,1,1,1,1,2,2,,5,5,4,2,3,40,6,2,8,12
2017-10-27 13:19:36,2017-10-27 13:23:04,0,74.139.172.19,100,208,1,2017-10-27 13:23:05,R_21yn4cxMmK5gmuz,,,,,38.144195556641,-85.693199157715,anonymous,EN,,,,,,,,,,,,,,,,,5,,,,,It would be a great benefit to citizens and their health.,2,1,1,2,2,1,1,1,2,2,,5,5,4,2,3,56,3,2,9,12
2017-10-27 13:18:49,2017-10-27 13:23:12,0,108.253.190.88,100,263,1,2017-10-27 13:23:13,R_3jW0oYXSihaAGZH,,,,,41.481704711914,-81.802398681641,anonymous,EN,,,,,,,,,,,,,,,,,,,4,,,"Social welfare is an important part of government service. But this government is attempting to tie aid and responsibility together. The goal is not only to provide for minimum human requirements but to also encourage behavior which is beneficial to society as a whole. ",2,1,1,2,2,1,1,1,2,2,,3,2,5,1,3,60,4,1,9,6
2017-10-27 13:19:59,2017-10-27 13:23:20,0,96.10.56.62,100,201,1,2017-10-27 13:23:21,R_1eOHriT0KUahOye,,,,,34.220504760742,-77.87020111084,anonymous,EN,,,,,,,,,,,,2,,,,,,,,,,Experimenting on the lives of students is not appropriate,2,1,1,2,2,1,1,2,2,2,,3,2,4,1,3,53,4,6,8,7
2017-10-27 13:21:22,2017-10-27 13:23:32,0,99.180.68.124,100,129,1,2017-10-27 13:23:32,R_2ATOB2CnIHip8If,,,,,34.302093505859,-118.72079467773,anonymous,EN,,,,4,,,,,,,,,,,,,,,,,,Both drugs are the same and patients can tolerate the side effects,2,1,1,2,2,1,1,1,2,2,,4,4,4,2,"2,4",22,3,2,9,10
2017-10-27 13:18:28,2017-10-27 13:23:40,0,73.82.202.143,100,311,1,2017-10-27 13:23:40,R_2BgGxvqpw4UBopd,,,,,33.727096557617,-84.578498840332,anonymous,EN,,,,,,5,,,,,,,,,,,,,,,,I chose appropriate because the drugs are equally effective either way,1,1,1,2,1,1,1,1,1,1,Computer Science,3,3,3,2,3,28,4,3,6,9
2017-10-27 13:20:23,2017-10-27 13:23:41,0,24.189.53.231,100,197,1,2017-10-27 13:23:41,R_2V3ePyeQRpnx3px,,,,,41.06120300293,-73.82209777832,anonymous,EN,,,,,,,,,,,,,,,,,2,,,,,"While it could be helpful, I don't think one year training is any where near enough training to be the frontline of healthcare for people.  Maybe, along with a NP or a doctor or at least an RN, but not on their own.",2,1,1,2,2,1,1,1,2,2,,4,1,5,2,3,61,4,4,9,6
2017-10-27 13:21:59,2017-10-27 13:24:05,0,66.242.218.46,100,125,1,2017-10-27 13:24:06,R_00Pl6KmubfexLbP,,,,,39.016403198242,-89.781097412109,anonymous,EN,,,,,,,,,,,,,,,,4,,,,,,I think its good because its always nice to help poor nations. The people that live there need a lot of help so its nice that this is being added.,2,1,1,2,2,1,1,1,2,2,,3,4,2,2,3,26,4,3,9,11
2017-10-27 13:20:25,2017-10-27 13:24:08,0,151.213.212.195,100,223,1,2017-10-27 13:24:08,R_Zk27XUNJ95RRjlD,,,,,35.098602294922,-92.217498779297,anonymous,EN,,,,,,,,,,,,,2,,,,,,,,,seems to me they would need food and basics more,2,1,1,2,2,1,1,1,2,2,,1,2,4,2,3,59,3,2,9,5
2017-10-27 13:19:57,2017-10-27 13:24:21,0,68.61.254.4,100,263,1,2017-10-27 13:24:22,R_1MLKUX89GjP8jS4,,,,,42.366806030273,-82.984901428223,anonymous,EN,,,4,,,,,,,,,,,,,,,,,,,Because  Doctor Jones thinks of two different ways to provide good treatment to his patients.,2,2,1,1,1,1,2,1,2,2,,5,4,4,2,3,24,2,2,5,11
2017-10-27 13:21:01,2017-10-27 13:24:32,0,66.108.168.147,100,210,1,2017-10-27 13:24:33,R_O2P5puzlUeKIfMR,,,,,40.651397705078,-73.870796203613,anonymous,EN,,5,,,,,,,,,,,,,,,,,,,,"Sounds to me like Dr. Jones is going with the obvious and logically safe choice in that side effects are tolerable and the drug is not expensive. I would assume that with the FDA confirming the several new drugs as safe and effective, then they all are viable, but drug B might be the best option based on what I have read.",2,1,1,2,2,1,1,2,2,2,,1,1,5,1,3,28,3,1,8,3
2017-10-27 13:18:29,2017-10-27 13:24:43,0,65.32.110.135,100,374,1,2017-10-27 13:24:44,R_2wn5v5hJ2pEcJx9,,,,,28.159103393555,-82.416801452637,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,"The drug Dr Jones prescribes to his patients is safe, effective, affordable and its side effects can be tolerated. There doesn't seem to be any reasons why it would not be an appropriate decision",2,2,1,2,2,1,1,2,2,2,,3,3,4,2,2,25,4,2,7,8
2017-10-27 13:19:26,2017-10-27 13:24:45,0,71.238.91.196,100,319,1,2017-10-27 13:24:46,R_1fdWzNiZBxC95Hh,,,,,44.902297973633,-123.06620025635,anonymous,EN,,,,,,,,,,2,,,,,,,,,,,,"Compensation is not a matter of happiness or unhappiness, but a matter of value of work. This approach is not necessarily an incentive to make teachers happier.",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,35,6,4,9,3
2017-10-27 13:21:50,2017-10-27 13:24:48,0,71.185.164.23,100,177,1,2017-10-27 13:24:48,R_28Cj8XsKKJwvtB6,,,,,40.070999145508,-75.125099182129,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,He is trying to help those who are unemlpyed,2,1,1,2,1,1,2,1,1,2,,2,4,4,2,3,28,3,2,6,8
2017-10-27 13:21:05,2017-10-27 13:24:52,0,24.175.72.69,100,226,1,2017-10-27 13:24:52,R_3OsSW5ifLWV0IFz,,,,,25.950897216797,-97.325401306152,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,"I would recommend this drug if the benefits overweigh the side effects.If a drug can cure the blood pressure, it will have lot less pressure on the patients.",2,1,1,2,2,1,1,1,2,1,MS in Zoology,2,3,5,2,4,40,6,4,9,6
2017-10-27 13:22:22,2017-10-27 13:24:59,0,71.237.66.215,100,156,1,2017-10-27 13:24:59,R_31i2ABI90Bj7CHz,,,,,39.660293579102,-104.76809692383,anonymous,EN,,5,,,,,,,,,,,,,,,,,,,,"The doctor seems to care and think about his patients needs not only medically, but financially as well. ",2,1,1,2,1,1,1,1,2,2,,1,2,5,2,3,33,6,5,8,4
2017-10-27 13:20:52,2017-10-27 13:25:05,0,68.45.226.132,100,253,1,2017-10-27 13:25:06,R_3QPJtwIBmc6gH61,,,,,39.815002441406,-85.783500671387,anonymous,EN,,,,,,,,5,,,,,,,,,,,,,,Most people do not know much about investing.  It would be helpful to have more information to get the employees started.,2,1,1,2,2,1,1,1,2,2,,4,3,5,2,3,36,3,5,9,8
2017-10-27 13:22:15,2017-10-27 13:25:09,0,71.87.194.197,100,174,1,2017-10-27 13:25:10,R_3HGpZsBSePzb2no,,,,,36.490707397461,-82.620002746582,anonymous,EN,,,,5,,,,,,,,,,,,,,,,,,"Both drugs appear to be of equal cost and efficacy with minimal side effects, so it didn't matter which one he chose, both would be appropriate.",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,29,3,2,9,3
2017-10-27 13:18:14,2017-10-27 13:25:21,0,50.96.110.236,100,426,1,2017-10-27 13:25:21,R_1i9HMF0EACDrVg6,,,,,34.219802856445,-83.492698669434,anonymous,EN,,,,5,,,,,,,,,,,,,,,,,,Because doctor had prescribed it.,2,1,1,1,1,1,1,1,1,1,Software developer,3,2,5,1,4,32,4,6,6,6
2017-10-27 13:20:50,2017-10-27 13:25:35,0,24.155.33.190,100,285,1,2017-10-27 13:25:35,R_240BRxp0bbxMLF8,,,,,30.454895019531,-97.756500244141,anonymous,EN,,,,,,,,,,,,,,,,,,,4,,,It seems like their hearts are in the right place but I don't know if it would actually work.,2,1,1,2,2,1,1,1,2,2,,5,4,4,2,3,28,3,4,9,11
2017-10-27 13:21:40,2017-10-27 13:25:38,0,72.69.170.110,100,238,1,2017-10-27 13:25:39,R_1NfT1FGNZS8qbue,,,,,40.730804443359,-73.997497558594,anonymous,EN,,,,,,,,,4,,,,,,,,,,,,,It is appropriate that the CEO does this as it will hopefully increase the participation in retirement savings plans and will ultimately benefit the employees.  The gray area is testing two options and if one gives an advantage over the other.,2,1,1,2,2,2,1,1,2,2,,4,2,5,2,3,31,4,6,8,7
2017-10-27 13:21:52,2017-10-27 13:25:39,0,65.88.88.177,100,227,1,2017-10-27 13:25:40,R_1dy8cyUL8O9t2cB,,,,,40.714294433594,-74.005996704102,anonymous,EN,,,,,,,,,,,,,,5,,,,,,,,I think it is very appropriate to give each person training in a trade of their choice because this way they will learn a skill which they will never forget or lose and they can use those skills to earn a living.,1,1,1,2,2,1,2,2,2,2,,3,2,3,1,3,32,3,2,6,8
2017-10-27 13:23:14,2017-10-27 13:25:50,0,147.0.124.158,100,155,1,2017-10-27 13:25:50,R_1QgCJGdVyME6GEj,,,,,39.965301513672,-83.023498535156,anonymous,EN,,,,,,,,,,,,,,,,,4,,,,,They are needed for the country. But I am afraid they still will be highly unqualified.,2,1,1,2,2,2,1,2,1,1,electronics,4,4,4,1,1,49,4,4,6,10
2017-10-27 13:20:32,2017-10-27 13:25:57,0,173.15.85.229,100,325,1,2017-10-27 13:25:58,R_2wgZC92wZgMVOAd,,,,,42.171905517578,-86.241798400879,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,"I think the problem will still exist and they are the people will still feel entitled. ",1,1,2,2,2,2,2,2,1,2,,5,2,5,2,3,54,4,3,3,8
