pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,RepeatTurkerLabelCode
199,xAB8,Charity,1,1,He's trying to help a struggling nation. And he's experimenting with different ways to help them the most so they can escape poverty,,R_2Ce8sUI53DF8YkO,1,1,2,0,28,0,3,0,3,0,0
214,xAB8,Charity,4,0,He is trying to optimize the use of funds.,,R_10Tcl58IQPQLp4E,2,0,3,1,39,1,4,1,2,0,0
217,xAB8,Charity,2,1,I don‰Ûªt think it‰Ûªs fair for one person to decide who is going to receive what kind of help.  All persons in need should be treated equally and receive the same amount of help.,,R_1Qfqq7xfThLo16A,2,0,3,1,39,1,3,0,3,0,0
229,xAB8,Charity,4,0,I thought of how it affected the people involved.,,R_2wvLmDitnXsApMT,1,1,3,1,19,0,3,0,3,0,0
240,xAB8,Charity,3,0,Dealing with human lives is a difficult and complicated task. I'm sure that debates could go on for days concerning the appropriateness of this study.  ,,R_23a8V6ZLHyeTlEY,2,0,3,1,44,1,4,1,5,1,0
242,xAB8,Charity,5,0,i dont see how its very fair to choose who gets training and who gets a study roof. what if those people have kids that need to be warm and out of the weather isnt that more important.,,R_1jPsOuu3XH83tmL,1,1,3,1,33,0,2,0,2,0,0
256,xAB8,Charity,2,1,"Instead of running a study, he could donate the money .",,R_2tlDkAH6OqYmCdg,2,0,1,0,23,0,3,0,2,0,0
261,xAB8,Charity,5,0,I believe this will prove that the second option works better. Teaching a man to fish is better than giving a man a fish. I applaud the director's efforts to determine this.,,R_7ardil9gC6Rehe9,1,1,3,1,48,1,4,1,6,1,0
279,xAB8,Charity,2,1,"It's sorta immoral to test a theory on living people. I think it's rather obvious that training is the better choice, it's unethical to deny that to one group simply to prove a point, especially if they don't know it's happening to them.",,R_1mdUwZVY7v8bgSJ,2,0,3,1,29,0,3,0,4,1,0
289,xAB8,Charity,2,1,"The wording may be unclear, but it does not seem like the director is running the experiment on people who are experiencing extreme poverty. So the results may not be the same for people in extreme poverty.",,R_3np9MEoZPfz2ZYp,2,0,1,0,24,0,4,1,6,1,0
299,xAB8,Charity,1,1,"first i doubt there are very many low income families that own their home. Second, a month of ""job training"" is rather ridiculous. he is assuming alot with that. ",,R_RWwux6nLf4B4UmJ,2,0,3,1,62,1,3,0,2,0,1
304,xAB8,Charity,4,0,"I think the director looked at the resources he had available and came up with a viable solution that would help as many people as possible. However, fixing the roof for some of the families does not appear to be a logical solution to helping these families get out of poverty. I am sure the roofs do need to be fixed, but giving the adults in the families training or jobs would be more beneficial. ",,R_32XQWkDQvDwCNYG,2,0,1,0,32,0,6,1,6,1,0
317,xAB8,Charity,2,1,i think he is wasting his time and donations because neither choice is going to be of much help ,,R_UfkiEkyUfGc8UCZ,2,0,3,1,42,1,3,0,4,1,0
331,xAB8,Charity,1,1,People in need have not consented to being apart of an experiment; neither did the people who donated money consent to having their money used for experimentation. Experiments should be done under proper settings with people who agree to be participants and with money earmarked for that purpose.,,R_7NG633BiwSBTNrH,2,0,2,0,31,0,4,1,2,0,0
1,xAB2,Drug,5,0,It seems perfectly reasonable to conduct his own personal trial on the drugs.,,R_1reOsT625QNWTcE,1,1,3,1,47,1,2,0,3,0,0
5,xAB2,Drug,1,1,"The patients should be aware of his study, and should have the right to choose which medication they are going to be using.",,R_2wETUPsdbzuZVpG,1,1,3,1,23,0,4,1,3,0,0
16,xAB2,Drug,5,0,"It makes sense because medications can have varying levels of effectiveness. The doctor made a sound decision because all patients should have the best outcomes, in regards to medicine.",,R_3Db6oxLz3nKaKSM,1,1,5,0,35,1,3,0,3,0,1
29,xAB2,Drug,3,0,"AS A PATIENT, I DON'T LIKE BEING USED AS A TEST SUBJECT, BUT THE DOCTOR DOES NOT SEEM TO HAVE VERY CLEAR INFORMATION TO WORK FROM AND NEEDS A WAY TO MAKE HIS OWN DETERMINATION, AND SINCE BOTH HAVE PRIOR APPROVAL THIS SEEMS LIKE A POTENTIALLY REASONABLE APPROACH.",,R_2rZS9mUqXg0QSZu,2,0,3,1,56,1,4,1,6,1,0
43,xAB2,Drug,1,1,"Because at that phase it isn't moral or ethical to test medications on humans.  They all deserve the chance to be well and healthy, and the ones getting the medication that doesn't ""work"" as well doesn't deserve the best options.",,R_RrxQUeOtJuvPxuN,2,0,3,1,33,0,4,1,4,1,0
48,xAB2,Drug,5,0,"If both are intended and suspected to be effective with no major unforeseen side effects, it's entirely fair to do this.",,R_2aP0MiUumtnDgD1,1,1,3,1,27,0,4,1,3,0,0
56,xAB2,Drug,3,0,"Well the drugs could  have better results for some people and worst results for other, so taking two groups of 50 and giving 1 type each and seeing which is better is a bad idea in my opinion. Because one drug could be better for a certain type of person and worst so instead of finding which drug is better for the average person he should find out which drug is better for all different types of people.",,R_1qfDUrMcEYsEeUI,1,1,3,1,21,0,3,0,3,0,0
67,xAB2,Drug,1,1,"There was no additional risk to either patient set, he could have done either acceptable. ",,R_2SDhLShNbXLM5dN,1,1,3,1,35,1,4,1,6,1,0
86,xAB2,Drug,4,0,The item maybe of best used by many people.,,R_2Tu63OvCNL090uB,2,0,3,1,46,1,3,0,1,0,0
112,xAB2,Drug,1,1,"The test pool he has is most likely not diverse enough to get a good idea of which one works overall on the most people, there are too many things outside his influence that could factor the outcome. It also makes him think of his patients less as individuals, which could lead to a bad judgement for that particular patient",,R_1Nws74CLD0mbNq8,2,0,3,1,27,0,3,0,5,1,0
114,xAB2,Drug,4,0,"As long as both drugs are accepted by the FDA, it shouldn't cause any particular harm to anyone testing which one is better overall. ",,R_0BeQHlM7NaXz1Kh,2,0,1,0,45,1,6,1,4,1,1
124,xAB2,Drug,4,0,"It is unfair if one of the medicines do not have as much of an effect than the other one. Each participant should have equal treatment; however, it is more beneficial in the long run to see which drug has more benefits so that the doctor can use this drug more in the future.",,R_eWhf6xiaoIJ4VlD,1,1,3,1,20,0,3,0,3,0,0
134,xAB2,Drug,4,0,"I'm not sure how I feel about the ethics of doctors running experiments on their patients like this, but don't projects like this require a placebo Control group? Isn't that important for accurate and scientific results? ",,R_URMDrzM8a9YrWlb,1,1,3,1,31,0,4,1,1,0,0
146,xAB2,Drug,1,1,He is using his patients as test subjects without their consent. The test does not control for circumstances that might affect blood pressure other than the medicine. The test does not use a random sample. The doctor is going to rely on the results of the test to give all future patients identical treatment instead of determining the best treatment for each individual based on their unique attributes and circumstances.,,R_3JbgVoUeDUH0fm5,2,0,3,1,46,1,6,1,6,1,0
161,xAB2,Drug,1,1,"It seems like a good idea, but he has no control group to see if there is an effect, and no informed consent from his patients, which is unethical.",,R_1FFl4NTrWoOalZ2,2,0,3,1,44,1,4,1,6,1,0
168,xAB2,Drug,2,1,He should be informing his patients that they are participating in the experiment. ,,R_31dvJoi9ukl1ffl,2,0,3,1,30,0,4,1,6,1,0
179,xAB2,Drug,3,0,I think it's in appropriate to run experiments on his patients without informing them ahead of time,,R_2dXc52cUkXPdmfD,1,1,3,1,50,1,3,0,3,0,0
189,xAB2,Drug,4,0,"If both of the treatments seem to be equal, I think this would be okay so that he can gather more information and see the results of the two drugs himself, thereby enabling him to make a  more informed decision for his patients in the future.",,R_3EtWmujXRHv9gDy,2,0,3,1,49,1,3,0,2,0,0
196,xAB2,Drug,2,1,"Unless he tells the patients that there is a possibility the drugs won't work, it's not a good thing to do. Some people will be expecting relief from their symptoms or a cure.",,R_3HNPdR2mTUjecuW,2,0,1,0,31,0,3,0,2,0,0
209,xAB2,Drug,5,0,"It sounds like the side effects are minimal and similar, when several drugs were approved it would be best to test more than one to see what works best. I thinks it is appropriate to test out more than one drug for effectiveness and side effects.",,R_1dNdOjFUa3AUKMC,2,0,3,1,39,1,2,0,4,1,0
224,xAB2,Drug,2,1,He is basically experimenting on his patients.  I think this is unethical and you shouldn't use people for experiments.  ,,R_1BY6JRHSmvfQpVt,1,1,3,1,33,0,4,1,4,1,0
226,xAB2,Drug,4,0,"I have no idea on the ethics on this. There are so many variables that make one medicine work better than the other. If according to studies the medicines are completely even, it's the best way for the doctor to make his own decision on what to prescribe.",,R_6XAPXihfby4dftT,2,0,3,1,31,0,4,1,3,0,0
243,xAB2,Drug,2,1,He should have chose people who had high blood pressure.,,R_ZrUUxf2TByUQ7Zf,1,1,1,0,21,0,2,0,4,1,0
251,xAB2,Drug,5,0,"Both drugs were approved by USFDA, so I found dr.Jhones decision is very appropiate",,R_2Uc6rtRIRRd5hoB,1,1,3,1,44,1,6,1,6,1,0
257,xAB2,Drug,4,0,"It's appropriate in the sense that it helps them better understand which drug is more effective, but since they wouldn't be changing the less effective prescription afterward, it's kind of bad for that test group.",,R_2cknJ3FypAYVOlJ,1,1,3,1,24,0,4,1,6,1,0
262,xAB2,Drug,1,1,"I feel it's very inappropriate because it seems as if the patients themselves are not aware of the doctor's experiment, which would be an unethical action on the doctor's part. ",,R_2e2SQk4eWm8wk7K,2,0,4,0,32,0,4,1,2,0,0
276,xAB2,Drug,1,1,The FDA has already approved the drugs. He should discuss the options with each patient and decide together. ,,R_1ih7QSE8BReqHB6,2,0,3,1,33,0,4,1,3,0,0
283,xAB2,Drug,4,0,"He needs to find what medication works best, and the side affects are manageable.",,R_24IZw0vRKx8HpK1,1,1,3,1,26,0,2,0,2,0,0
311,xAB2,Drug,2,1,"It is not fair to the other half of patients. If the medicine worked for the other half, the doctor will not prescribe it to them. ",,R_3CUw0akeb1qiplK,2,0,3,1,22,0,3,0,4,1,0
320,xAB2,Drug,2,1,I'm not sure but I don't think he should be doing an experiment without the patients giving consent to sign up for the experiment.  It also weird because if the FDA approved the drug it seems like there should be already studies done that he can look at instead of doing an experiment by himself.,,R_DquWCEQLmOkpcg9,2,0,1,0,34,1,4,1,1,0,0
326,xAB2,Drug,2,1,"It's a personal clinical trial without any oversight or controls, and if he doesn't inform the participants they're in a trial he should be struck off. But if they are informed and willing, no real reason he shouldn't do it.",,R_pLAt055gEMKtiBr,1,1,1,0,35,1,6,1,6,1,0
2,xAB11,DrugTeach,4,0,"He is doing a long term test, and will then prescribe the med that has the best results.  That is good.",,R_1N9xbDlZPJ8VGAb,1,1,3,1,49,1,3,0,3,0,0
26,xAB11,DrugTeach,1,1,I do not feel that it is Doctor Jones is able to experiment like that. I thought that studies had to be taken. Also each person has their own needs.,,R_2XdnYfQUqSQPbVn,2,0,3,1,28,0,4,1,5,1,0
35,xAB11,DrugTeach,1,1,A walk in clinic is not a place for experiments. A doctor must do what is best for the patient. Studies that analyze the effectiveness of drugs should be carried out in an official setting and have people making sure the study is following ethical rules and so on.,,R_3nGb2nKwCDuTQ9u,2,0,4,0,24,0,3,0,1,0,0
41,xAB11,DrugTeach,5,0,I chose this because I think that trying to figure out which pill to prescribe I would want to prescribe the one that is more effective. I also feel that they could get samples to distribute to the patients if they chose one as their go to medicine.,,R_3GrIfGAOvBB6FoE,2,0,3,1,35,1,3,0,3,0,0
51,xAB11,DrugTeach,4,0,"Since both drugs were approved by FDA, it means they are both safe, so there's nothing wrong with the doctor's decision.",,R_1jp6kRPlgE3lCVQ,1,1,3,1,23,0,4,1,4,1,0
54,xAB11,DrugTeach,1,1,You could possibly could harm the patients.  I believe leave it to the scientist to test,,R_265brwvBApimWdm,1,1,3,1,27,0,2,0,2,0,0
64,xAB11,DrugTeach,4,0,because he doesn't know which is best but both are approves so hes not endangering his patients in any way,,R_a93qNNdAWdVYQsF,2,0,3,1,23,0,3,0,1,0,0
76,xAB11,DrugTeach,3,0,"I am not sure if there are legal restrictions on his action. Alone, it is a valid way to prescribe drugs. Or a doctor could just randomly prescribe different drugs.",,R_3dKCzWNf1vGGscX,1,1,2,0,58,1,3,0,1,0,0
89,xAB11,DrugTeach,3,0,"I think it is appropriate to try this experiment, though there is some risk involved by randomly giving drugs to random patients without checking their history first. It can cause negligence.",,R_2AGqsv5mQ8AQhMT,1,1,2,0,20,0,3,0,2,0,0
93,xAB11,DrugTeach,2,1,"I think it's a bit unprofessional to use chance as a way to treat your patients, and I don't think all of his patients would approve of what he's doing. ",,R_ugHYyzeVUJujwjf,1,1,3,1,23,0,3,0,2,0,0
106,xAB11,DrugTeach,4,0,"I think that is a reasonable experiment to run, assuming the side effects are about equal. That way he has his own data to make a call.",,R_2ffILW1elnWdA9P,1,1,3,1,38,1,4,1,3,0,0
116,xAB11,DrugTeach,2,1,He is experimenting on people without their consent and that doesn't seem like it's appropriate to do. If people were informed I would think it was a better idea.,,R_2952FOtM3No1b5U,1,1,3,1,32,0,4,1,3,0,0
129,xAB11,DrugTeach,2,1,"Doctor Jones should be prescribing the medications based on how well they meet the patients' needs. It's inappropriate to conduct an experiment on patients like this, even if the drugs are considered safe. They're expecting treatment for their high blood pressure, not to be quietly treated like lab rats.",,R_263lYUgUmHbl3ai,2,0,3,1,29,0,3,0,1,0,0
142,xAB11,DrugTeach,2,1,Dr. Jones shouldn't be performing this experiment himself. This should be done in a lab under stricter test requirements. There are too many variables unaccounted for.,,R_2rryQcdgb6ubRAq,1,1,3,1,23,0,5,1,2,0,0
159,xAB11,DrugTeach,4,0,Because in the end he will get the best results because he is finding out what is best for his patience.  Good thought  ,,R_2TMjQM6Efyh5lF8,1,1,3,1,46,1,3,0,4,1,0
170,xAB11,DrugTeach,5,0,Drugs approved by the FDA are not always as effective as they are stated to be by the drug companies. The doctor is trying to provide the best care for his patients and he his not withholding treatment or doing anything unethical. ,,R_3POn2mByvyu4xAd,2,0,3,1,37,1,3,0,6,1,0
180,xAB11,DrugTeach,4,0,Being he is a doctor I think it is ok to experiment provided that he want to make sure the patients get the best drug.,,R_29v3Uu2lx5h5jCy,2,0,1,0,62,1,1,0,1,0,0
192,xAB11,DrugTeach,5,0,"If the medicines are comparable in price and tolerance, why not check to see if one is more effective than another?",,R_1opevOLWKmvMHo6,2,0,3,1,44,1,6,1,6,1,0
197,xAB11,DrugTeach,4,0,I think it's a good idea to test both drugs to find which one performs better but I do think that the patients should know that they are part of an experiment. ,,R_1pXbEC8osHJKUxL,2,0,3,1,52,1,2,0,3,0,0
210,xAB11,DrugTeach,5,0,"both drugs are possible treatment options, and thus both are valid choices. his decision is fine, and prescribing the best outcomes as a result of that is even better.",,R_bvKNIDEOWVpseNH,1,1,4,0,25,0,4,1,2,0,0
223,xAB11,DrugTeach,2,1,"This is inappropriate because the doctor could be biased.  He could provide patients that he likes the drug that he feels has advantages. He could give patients that he dislikes the other drug.  Scientific research should be done in the lab, not in the office. ",,R_2eW018n1sDgYmQz,2,0,3,1,44,1,4,1,4,1,0
230,xAB11,DrugTeach,1,1,I believe people should be aware they are part of a test. They need to give their consent.,,R_2tm2j6YzxYyfCX9,1,1,3,1,28,0,4,1,4,1,0
241,xAB11,DrugTeach,2,1,He randomly assigned the drug without asking patients if they are okay with it. It would be more appropriate if he asked them for consent.,,R_DtL7gnx0DKdrwZj,1,1,3,1,31,0,3,0,1,0,0
258,xAB11,DrugTeach,2,1,It's not right to test medications on people unless they give there consent ,,R_2xDA73zKwtoh3NT,1,1,3,1,31,0,4,1,4,1,0
270,xAB11,DrugTeach,4,0,The doctor is not sure of which is better so he is going to use personal experience to test the results. Instead of relying on clinical data he will use real world input. This will give a more grounded results based evidence that isnt paid for or marketed towards him.,,R_2ydrkGOx0wpo82F,1,1,3,1,35,1,2,0,4,1,0
291,xAB11,DrugTeach,4,0,Both drugs seem to have similar effects. I sad it's somewhat appropriate what Jones did.,,R_2BnvLE6yuYfJOlQ,1,1,4,0,27,0,4,1,3,0,0
295,xAB11,DrugTeach,1,1,He misled customers to believe they were getting the best medicine.,,R_6D3L1wmJxogMcIV,2,0,4,0,26,0,4,1,6,1,0
310,xAB11,DrugTeach,4,0,"If both options are affordable and well tolerated by patients, then either option would likely be beneficial to most payments.  However, Dr. Jones' approach does not take into account the differences between patients.",,R_2CUEzaYll9VwnzE,2,0,3,1,38,1,6,1,4,1,0
325,xAB11,DrugTeach,1,1,for one reason not all patients are his only,,R_1hG9fHSKH3ROlsI,2,0,3,1,54,1,3,0,2,0,0
327,xAB11,DrugTeach,5,0,"Based on the fact that ""both drugs are affordable and patients can tolerate their side effects"", there doesn't seem to be any ethical fallacy in prescribing one drug over the other. It makes sense to see which drug is actually more effective. ",,R_3HUEdu5MlrgaLjn,1,1,3,1,22,0,3,0,1,0,0
6,xAB10,Funds,2,1,Does not seem ethical to offer one thing to one group of people and a better offer to a second group.,,R_0dkpWqbuCsFMCUp,2,0,3,1,63,1,4,1,2,0,0
15,xAB10,Funds,2,1,"I would give all employees the same opportunity for retirement. If that meant that I had to run two different tests at two different times, then so be it.",,R_3gLbIci68cNtvo9,2,0,3,1,26,0,2,0,5,1,0
25,xAB10,Funds,3,0,"The CEO isn't harming anyone by doing this, and encouraging people to save is a good thing. The only downside is the fact that half of the new hires have an additional five stocks to pick from, some of which might be better.",,R_3NCkhFd4HdTDiX2,2,0,3,1,25,0,4,1,3,0,0
52,xAB10,Funds,1,1,Because the company just need to explain all of the benefits of the retirements plans and then the new hires need to make their own decisions.,,R_uwfLmck5wGi7J61,1,1,2,0,54,1,4,1,3,0,0
57,xAB10,Funds,1,1,Because he is treating similar level employees differently. ,,R_3JFsOKDFtMAvrOH,1,1,3,1,46,1,4,1,5,1,0
66,xAB10,Funds,2,1,I feel that his experiment does nothing to influence employees to increase their rate of using the company plan. Offering more options does nothing in my opinion.,,R_2wbsxiW6S2HqlYO,1,1,3,1,29,0,4,1,4,1,0
77,xAB10,Funds,2,1,He is treating the employees differently and is not offering all available choices. ,,R_4OUeIqnDJ0LG0Rr,2,0,3,1,46,1,4,1,5,1,0
78,xAB10,Funds,2,1,good survey,,R_bNkEgLwSYfBodH3,2,0,1,0,29,0,6,1,4,1,0
91,xAB10,Funds,4,0,"It seems somewhat sound, but it seems a little unfair to the employees that don't get to choose among the larger number of investment funds. ",,R_2PkbTlWwqorYnMR,1,1,3,1,46,1,6,1,6,1,0
101,xAB10,Funds,4,0,I chose somewhat appropriate because the CEO is trying to motivate the employees and also help them better prepare for retirement.,,R_3q9bmvgpHxYXpjM,1,1,1,0,23,0,4,1,2,0,0
108,xAB10,Funds,2,1,Why should some employees not receive the extra 5 choices? ,,R_2ZKMTpbYBoIXPPX,1,1,3,1,38,1,6,1,5,1,0
115,xAB10,Funds,4,0,He is bargaining with people's retirement savings. He should offer both choices to both groups.,,R_296xcDEfT5ejP4M,2,0,3,1,25,0,4,1,3,0,0
127,xAB10,Funds,2,1,They should all have the same choices.  This is not something you experiment with.,,R_12KJKdc3ZD2ad2x,1,1,3,1,43,1,4,1,5,1,0
136,xAB10,Funds,2,1,I think that both of the groups should have the same investment funds to choose from.,,R_3EreYIIKIhNT6RH,2,0,3,1,37,1,4,1,5,1,0
149,xAB10,Funds,2,1,I just think it should be uniform. Employees want fair options across the board.,,R_12lFPWjMOJtZHJe,1,1,3,1,29,0,4,1,2,0,0
152,xAB10,Funds,4,0,He is trying to help employees to enroll for retirement. I support it because you need money in the future to survive and not worry about it. ,,R_suPP6MAvzaI3Us1,1,1,2,0,30,0,2,0,3,0,0
175,xAB10,Funds,4,0,"It might not be fair to the half that didn't have access to more of the investment funds if there might have been an option that would work better for them. However, once completed and he sees which option works better, he is doing it for the greater good.",,R_2vle1thTGDlsB3L,2,0,1,0,40,1,6,1,4,1,0
193,xAB10,Funds,4,0,"It's good that he tries to get people to think about retirement, and provide the vehicle to get it done for those who choose to do so.",,R_1IZeAlbLUk4YVR4,1,1,3,1,59,1,3,0,1,0,0
204,xAB10,Funds,2,1,"Younger people are generally irresponsible.  It shouldn't be society's job to make sure some retard invests in his healthcare or future... It should be their own responsibility.  I understand he's trying to do something nice, but this only enables idiots to take advantage because they are fucking idiots...",,R_TnihuF0huXfiYGR,1,1,3,1,30,0,2,0,3,0,0
206,xAB10,Funds,1,1,It seems like a fair test to see which option proves to be more of an incentive for employees to enroll. He is not being deceptive or misleading. I would hope that the CEO would allow all options to all employees after the test period concluded.,,R_1CltLm0Wph1anfe,2,0,3,1,27,0,4,1,3,0,0
221,xAB10,Funds,5,0,"I think it's a great thing to do, helping people with helping with their futures. Everyone should have a savings plan that will help them in the future.",,R_2B35mfoAa0UtQBL,1,1,2,0,38,1,4,1,2,0,0
235,xAB10,Funds,5,0,"Well, the CEO is trying to provide a spark to encourage individuals to enroll in retirement packages for the company.  I do not see anything wrong with providing incentives  for employees.",,R_115baSe3YHKYQaR,1,1,1,0,25,0,4,1,4,1,0
236,xAB10,Funds,1,1,Because the CEO is not fair in his decision about those newly hired employees,,R_1f1VRRUGWqDTZJi,2,0,1,0,47,1,3,0,6,1,0
249,xAB10,Funds,4,0,Everyone gets a decent number of choices.,,R_1NmNrXLehqfvhs9,2,0,3,1,54,1,3,0,1,0,0
263,xAB10,Funds,5,0,employees will be happily retired ,,R_pMlLJU2NwCJsbLj,1,1,4,0,31,0,3,0,1,0,0
278,xAB10,Funds,5,0,"This decision seems fair and allows the CEO to really see the results and act accordingly.  In the end, everyone would benefit from this.",,R_2dKDdJ2FGTcEsf0,2,0,4,0,31,0,2,0,1,0,0
292,xAB10,Funds,1,1,I think this will cause more people to enroll in the employee savings plan.,,R_33e5ZKO48Mb5HFS,2,0,3,1,73,1,3,0,2,0,0
293,xAB10,Funds,2,1,This isn't treating employees fairly.,,R_3Lc17N88kBs1gDX,2,0,3,1,27,0,6,1,6,1,0
305,xAB10,Funds,3,0,It helps and doesnt help some people,,R_3lLjV36ofnzmx2x,2,0,4,0,20,0,2,0,3,0,0
314,xAB10,Funds,2,1,he's using resources to do an experiment on retirement plans without telling the company executives.  ,,R_1rlDtdPH017sMnC,1,1,3,1,27,0,4,1,4,1,0
329,xAB10,Funds,2,1,"It's possible he may learn something from this, but he likely to have a small sample size unless it is a very large company.  There is the problem, however, that employees who got different offers will sooner or later talk to each other & wonder what's going on.  Personally, I don't think the alternatives will make much difference.",,R_2WBggHPaVr2Ae2e,1,1,3,1,71,1,5,1,2,0,0
36,xAB1,Hours,4,0,If the nurses and doctors are getting more sleep they would be better at their jobs,,R_yBzn123ADQ8gijL,1,1,3,1,24,0,2,0,2,0,0
38,xAB1,Hours,5,0,I think its a good idea to test out the two options. This way you can provide patients the best service.,,R_1FnNXoYe9iVgMSF,1,1,3,1,27,0,4,1,2,0,0
50,xAB1,Hours,5,0,So it can let itself sort out which policy works better.,,R_3KHojQcq0wjU7Kz,1,1,2,0,24,0,4,1,2,0,0
72,xAB1,Hours,4,0,"every hospital is different and have a different program for the residency, so it's best for individual hospital to chose the policy that works best for them. ",,R_ctNDdWky1ILpLb3,2,0,4,0,24,0,4,1,5,1,0
74,xAB1,Hours,3,0,because either way you loose. Either no sleep or no education.,,R_2wi9zvIwYqB5ka6,1,1,3,1,42,1,2,0,4,1,0
92,xAB1,Hours,2,1,I did not know about such restrictions before reading this.  The arguments for shorter hours makes sense and so does the argument for longer hours.  I am concerned that any patient should be affected at all by a mistake that one of their policies influence.  I suppose some kind of decision must have to be made even though something as precious as life or health is at risk.  An experiment to see what is a more effective policy seems logical.,,R_eECFkahOPRic7KN,1,1,3,1,30,0,3,0,2,0,0
94,xAB1,Hours,4,0,this is appropriate because it will benefit the patients,,R_p9LvGnXfvpxGvAZ,1,1,3,1,26,0,4,1,4,1,0
99,xAB1,Hours,4,0,This is a very important decision that affects the lives of the patients. This decision should not be taken lightly but should be made given the findings.,,R_UK1Mlhu8gOzFyJX,1,1,3,1,38,1,3,0,4,1,0
118,xAB1,Hours,4,0,"The accrediting body is working under the assumption that patient welfare is what is most important. Therefore, they should be allowed to consider whatever choice is best suited for the patients in the hospital. ",,R_1DSTtviUNesESk2,2,0,3,1,21,0,3,0,3,0,0
