Participant,Code,SA,WC
R_3eq9R4nM4r4GnHi,Benefit,1,0
R_2Xp1C1MtxXr1RFG,Benefit,1,1
R_3nGU9mit4xmQIaZ,Benefit,0,0
R_3HGo80riwqQuEMF,Benefit,0,0
R_1mEjslq1kLZaOkZ,Benefit,1,1
R_3ilDlvfHgAFRpKp,Benefit,1,1
R_1H7WXa9t9DIz1cd,Benefit,0,0
R_YaeQRspVqPAXmZH,Benefit,1,0
R_26kTwYXw4YKcZ14,Benefit,1,1
R_rfPAlZVj4SKWghz,Benefit,1,0
R_1KkAqrYxGJs3FMk,Benefit,1,0
R_1Peim2X8AgfvN9r,Benefit,1,0
R_3ltuMfGPTTTpxjH,Benefit,1,0
R_2wN9dl0SVLQauON,Benefit,1,0
R_2E5IBceL8IDejcA,Benefit,1,1
R_2ttiwnSHmdtsKlo,Benefit,1,0
R_2Y5G1yuQBCz7d2M,Benefit,1,0
R_1ilfJWG8iapxNMj,Benefit,0,0
R_1Ldr7l6AkvHZ3rQ,Benefit,1,0
R_1F4aUazA9CdZWjQ,Benefit,1,0
R_NXUci5bevqS8REJ,Benefit,1,0
R_1K3As4LWrLGHSgt,Benefit,0,0
R_2COjIPq43Vvh66D,Benefit,1,0
R_1Nam4djXXn2pC2V,Benefit,1,1
R_31AxQ9wgKu5ztQG,Benefit,0,0
R_1MLKUX89GjP8jS4,Benefit,1,1
R_2YtFCvDmz8FvzMC,Benefit,0,0
R_bKqh3sskVOto8xz,Benefit,0,0
R_30rhbefJztmh31h,Benefit,0,0
R_2PheYdIzlLXeh6R,Benefit,1,1
R_3FQbox0neD4hOs0,Benefit,1,1
R_1HklJDrNl0osLDs,Benefit,1,1
R_2QlnasksU0JSxTE,Benefit,0,0
R_a5W6nMQEidKuAgh,Benefit,1,1
R_3DvwGsUhSMC9kuf,Benefit,1,1
R_2EvmAynyhs5scGm,Benefit,1,1
R_2ttZxgYMtgo3wLg,Benefit,1,1
R_XvQejvuF1fEca4N,Benefit,1,1
R_1ri699FpJPSazwM,Benefit,0,0
R_3L54Bsr44bdNxPK,Benefit,0,0
R_2414XWZjNp05lha,Benefit,0,0
R_1q4APLXoYw9rIIL,Benefit,1,1
R_WeuDgRyA37oSGRz,Benefit,1,1
R_3iJwqZpLWe8Z9zj,Benefit,0,0
R_2ctOETcrAGJpCz6,Benefit,0,0
R_2dY2cyPllspYHr8,Benefit,1,1
R_3NDG0qMODZ5CrK3,Benefit,0,0
R_22JnwIhxX0tQ2Z1,Benefit,1,1
R_tMvRYth35SJk849,Benefit,0,0
R_1IgUXIXCjNqsiW7,Benefit,0,0
R_2fqhKT94izD7KE3,Benefit,0,0
R_2qn3l0SRhI2VzrK,Benefit,0,0
R_qEFTTL5TexWQYDf,Benefit,0,0
R_1E6wlfKIWDecMXc,Benefit,0,0
R_1KxtxM8HfIvoRBp,Benefit,0,0
R_1daBzw0WwOjZx4T,Benefit,0,0
R_3xiRnaUNL8yDEqZ,Benefit,0,0
R_vc4KAMpEni3Al1L,Benefit,1,0
R_SHNUx2aUajQcwV3,Benefit,0,0
R_1MYQX9iSxkLmPla,Benefit,0,0
R_3qEjnmbaD0d67b8,Benefit,0,0
R_3dRnuclT0hMF2TE,Benefit,0,0
R_2c0cc9AvyF24vAH,Benefit,0,0
R_3kzTN7MikTnzgu1,Benefit,0,0
R_bDgEK97UPz7p0u5,Benefit,0,0
R_1OV1E344htK9xMJ,Benefit,0,0
R_2rvf5zeboihxXTZ,Benefit,0,0
R_2UYgrfbpZ0rVeG9,Benefit,0,0
R_2v7E79eLVzDE8EF,Benefit,0,0
R_3PjEbmhcLuOUzrb,Benefit,0,0
R_2PkafdMV3ikQSJa,Benefit,0,0
R_3PdAaZ3lyTuHYdK,Benefit,0,0
R_6nF9SXDhOwlJ25H,Benefit,0,0
R_TpB6xFgmszi9NW9,Benefit,0,0
R_2Pj7OIxOzftnDh0,Benefit,0,0
R_8HWROCH3fxdYDDP,Benefit,0,0
R_3L5NYbmvdrabT7h,Benefit,0,0
R_SUFHH0kzBpevVER,Benefit,0,0
R_3jw265ka7NVQ0QF,Benefit,0,0
R_2YAnEolBSzvcy82,Benefit,0,0
R_2aFWuyDQ8pHdBny,Benefit,0,0
R_3kHdzqdH28aDwhV,Benefit,0,0
R_1QoUKIXksg9fcT8,Benefit,0,0
R_2woBcEvMZXIWiYi,Benefit,0,0
R_XKWUW6c74KQFuxz,Benefit,0,0
R_33j9jFaPDEYjBbB,Benefit,1,0
R_xbWast4fiAyHXl7,Benefit,0,0
R_agUzDBnAEDmYzWp,Benefit,0,0
R_2dtPbu3UG72QCea,Benefit,1,0
R_1JPF3Tph3o9MdD7,Benefit,1,0
R_Op3ON7X3S2UcFMJ,Benefit,1,0
R_33l1L4IdIviNznX,Benefit,1,0
R_3ELvyazvuHwCMCJ,Benefit,1,0
R_O2P5puzlUeKIfMR,Benefit,1,1
R_25ZqijXYb66F2lW,Benefit,1,1
R_AckbkKA1vOfPDP3,Benefit,1,0
R_2SlB6dy4BHSnBU6,Benefit,1,1
R_1HdUXIgIlmOujTH,Benefit,1,0
R_uzdDcxQlscvOPWp,Benefit,1,0
R_22KdB6zyZ6zO4QR,Benefit,1,1
R_2PbcD8dxu8QfGsE,Benefit,1,0
R_1l4V2Nlu31aqakp,Benefit,1,0
R_2ze9rLVcw0we5gm,Benefit,1,0
R_1IQMjh4ODbBCB75,Benefit,1,0
R_1mPC8v1RklkOP8k,Benefit,1,0
R_2S0ouPx6tAADLrV,Benefit,1,0
R_2fHGMWZeEB89zHA,Benefit,1,0
R_32PXuL0RPy0ynJl,Benefit,1,0
R_26o3ExrCIEG6ls5,Benefit,1,0
R_3Ry0XSttaQ4ryY5,Benefit,1,0
R_RXfNmtrXsqgiSZ3,Benefit,1,0
R_1NsojY1SDzUwTQc,Benefit,1,0
R_3oMJ8eX1Dffb1tb,Benefit,1,0
R_WoEa3Q5s7Ymr0zf,Benefit,1,0
R_1dzA2w0WQz9UZkZ,Benefit,1,0
R_3EaoKSSLgmPXneZ,Benefit,1,0
R_1etnSW2kPSGek2p,Benefit,1,1
R_2P23QhM2T3zA4NY,Benefit,1,0
R_24dbin5h9HYTGBE,Benefit,1,0
R_3NJWmcaoaLrmQHH,Benefit,1,1
R_3PhhBVBlJUQfMJO,Benefit,1,0
R_27KeyPrdr0zpNvn,Benefit,1,0
R_2zRNLF868A6meJa,Benefit,1,0
R_1N9RvC3MQEnEEL4,Benefit,1,0
R_3Pobo5Hi9P2OP3v,Benefit,1,0
R_2QXqQrWxxD4XAkI,Benefit,1,1
R_3G2O2AA8xEhURij,Benefit,1,0
R_33k8AYmyE0uWeyT,Benefit,1,0
R_2fe9Rs604Z7dkfm,Benefit,1,0
R_1rD4XmeWL09NYV3,Benefit,1,0
R_1M6RQv59zaA66oS,Benefit,1,0
R_3JrwefAxu4NN8kK,Benefit,1,1
R_9RWArcNPDn4eCPL,Benefit,1,0
R_vDKjEhKlY3hKfyp,Benefit,1,0
R_1BYoeEgpLCug2xD,Benefit,0,0
R_31i2ABI90Bj7CHz,Benefit,0,0
R_3g5BrG4WYnkplJP,Benefit,1,1
R_pimCNhJ7nWyw9kR,Benefit,0,0
R_2zAMOQPMz3ngVii,Benefit,0,0
R_cMHSJr3XitDya5P,Benefit,0,0
R_2AG37lmCHSGTauc,Benefit,0,0
R_1Fg4BXcVKHfVB0c,Benefit,0,0
R_1H6Nd6ghGEMuZKn,Benefit,0,0
R_25GUhfGGJsPkEb8,Benefit,1,1
R_2ZQZjdw7tat5ejA,Benefit,0,0
R_3PR0AJJqHTYLzce,Benefit,1,1
R_33v9PsScb54PFlM,Benefit,1,1
R_1f8fTXxEMMvktIS,Benefit,1,1
R_ZyN1jl50y4q90Nr,Benefit,0,0
R_3fMLU4ZCDoUprk7,Benefit,0,0
R_2f22vvIOf6pWFtn,Benefit,0,0
R_1M6QGuYEN2ewi1a,Benefit,1,1
R_2vcEq9vl8nDZJD1,Benefit,1,1
R_2t095PgqUD3xA4s,Benefit,1,1
R_31gPybP69RNoIfu,Benefit,0,0
R_1pYSMrRQCmqNqMB,Benefit,0,0
R_129YUObv0KuFv4N,Benefit,1,1
R_3qVB5gabIW7JPT2,Benefit,0,0
R_1OpGXKM3ufapNFW,Benefit,1,1
R_1E0AFED46Mgh9lK,Benefit,1,1
R_2uVxfHataSh04R0,Benefit,1,1
R_OwDBRXaKmn8ZBqV,Benefit,1,1
R_1EXoMWIHZR0tTCV,Benefit,1,1
R_3NDKWxIQZsSLWIE,Benefit,0,0
R_3Ja5Z6O88g7eQZ4,Benefit,1,1
R_1H2JNvjVJBhHrG9,Benefit,0,0
R_cM9703UMCOeGRzP,Benefit,1,1
R_2wgChuH9sq7oC5K,Benefit,1,1
R_1gzGFMgSul5ya4M,Benefit,1,1
R_1C8vYBXdTpZyJEd,Benefit,1,1
R_3jZg2BUbTF0F65F,Benefit,0,0
R_2D7ExdLwugZt474,Benefit,1,1
R_2QW0kc4rWyDn3nV,Benefit,1,1
R_2ebvIHAxEksYxBL,Benefit,0,0
R_bfLWIVm6jMx3sxH,Benefit,1,0
R_2oCK8kcgtCVV6F3,Benefit,1,1
R_0lDwHGsZJ9z5kqd,Benefit,0,0
R_3pu7U6WsAmy6AHt,Benefit,1,0
R_1rNSgHxcrrBBSVW,Benefit,0,0
R_1HirW5xXWEFtYo8,Benefit,0,0
R_1DZLRHmiIgxz6Gj,Benefit,1,1
R_1LLmEU1VUDQDel7,Benefit,1,1
R_2aqVjIHoEV3kOdr,Learning,0,0
R_1NaxuGjT6Ve80pR,Learning,0,0
R_eM3F2yCGxlE5Nvj,Learning,0,0
R_D2ff4ZTBSPYyaIN,Learning,0,0
R_1mPgH2ocFiKnMes,Learning,0,0
R_1lhmMxuRmA49jFO,Learning,0,0
R_2ZQ96tmje7J8uUA,Learning,0,0
R_1LbAhOLqz6p8cj4,Learning,0,0
R_1lfzrm1OEyEI3bZ,Learning,0,0
R_1KjdQ9cz5tWNofu,Learning,0,0
R_3OsSW5ifLWV0IFz,Learning,0,0
R_3qsCpZmOqXxcWzv,Learning,0,0
R_tLCVEjDDmuf3MTD,Learning,0,0
R_2bZ9fG1rmUuO3mz,Learning,0,0
R_1hLtNnPQzXeDNXw,Learning,0,0
R_BLM725bOtcSNR3H,Learning,0,0
R_9KXXSJbjKrTU08h,Learning,0,0
R_2qlYN7qVf6zTQrD,Learning,0,0
R_3nu6RJvwz2ylj6b,Learning,0,0
R_xFSV2k6T0u1OjYZ,Learning,0,0
R_D0jiqvYAsNrvkid,Learning,0,0
R_3CAWj3iUjwTtSsl,Learning,0,0
R_1PZh9dGF4XT9ryl,Learning,0,0
R_3DtFdEjgTSzQohE,Learning,0,0
R_1N9U52eXi5WEMyw,Learning,0,0
R_2qk1l8AGlidQi6p,Learning,0,0
R_3pfYuxRxVbk5psD,Learning,0,0
R_RCi5RJjAlhNgfCN,Learning,0,0
R_2P0iqiWAPHWjyJe,Learning,0,0
R_1GIjjxKqN76eDsM,Learning,0,0
R_25LRNKOsrRrZIKU,Learning,0,0
R_2v2GDgHkUI05tLG,Learning,0,0
R_ZLcSRbT0GlA1xE5,Learning,0,0
R_PTAm61sSCcGdSOB,Learning,0,0
R_2YlmxtBxNR3Sx2z,Learning,0,0
R_2dRyed3Nd4cntNx,Learning,0,0
R_31GkUsUVtGK26zz,Learning,0,0
R_3R4a5ZNgCa7cp12,Learning,0,0
R_yWvVEbJ74OwozGp,Learning,0,0
R_735pTNgghkgBmGR,Learning,0,0
R_2VdzWtnVQOf0bsY,Learning,0,0
R_3g0izNanjrEe2WG,Learning,0,0
R_2B2lUO1UefEvE3M,Learning,0,0
R_3MExoPI9KqllhJ8,Learning,0,0
R_XScuwbNkFDVUuzL,Learning,0,0
R_3M3V0ejTpRCV2tT,Learning,0,0
R_1Hek6Rj4ds7vrth,Learning,0,0
R_2dgN7lVWGrycFn8,Learning,0,0
R_2fJ56rdqYYZz7gr,Learning,0,0
R_RfCuI6saP6nvHln,Learning,0,0
R_a3FSGAOeGx3roC5,Learning,0,0
R_WCIBtzJ4MP4gS8F,Learning,0,0
R_9LxbVKS48mWCcLf,Learning,0,0
R_1l076c7r3XYvP8c,Learning,0,0
R_2906YMnVwxPc6Ol,Learning,0,0
R_2wn5v5hJ2pEcJx9,Learning,0,0
R_1mrY8tWciCgywnG,Learning,0,0
R_YRKApWB1WuiGHiV,Learning,0,0
R_3jdLAxKtLnZQ76U,Learning,0,0
R_3FVvCnhw5gOn55Y,Learning,0,0
R_2qxAkbgFFRMEmbY,Learning,0,0
R_3fIeq60cvlT5nYZ,Learning,0,0
R_2OPIic7OOqwpt6x,Learning,0,0
R_1PRzlaZLBZMhxJj,Learning,0,0
R_1M6VLRxH6RYtPzA,Learning,0,0
R_3QXEUFe8K6fixwt,Learning,0,0
R_3kFYbmL11gJJCZI,Learning,0,0
R_3JL4ZWoJQH3j0Ht,Learning,0,0
R_3ELN27IcY4ZjDAq,Learning,0,0
R_3NXmu3nbW1D6dd7,Learning,0,0
R_r0Tlb5zi9zEcQXT,Learning,0,0
R_SJKA5TmM5q3ob2V,Learning,0,0
R_XAmfoSXeawTPawh,Learning,0,0
R_3e4sWbLXNKbte1q,Learning,0,0
R_1r3u7KS7WbhGEEI,Learning,0,0
R_25NMupvpSrU5kmT,Learning,0,0
R_3p9M0Zp04hJbfyA,Learning,0,0
R_27JdcmtitmuvYvq,Learning,0,0
R_2zBcM9x8vK5gb1l,Learning,0,0
R_2VKlF4WH4x5rSaq,Learning,0,0
R_7VbbmnM4Z8Tebst,Learning,0,0
R_VWJPhELsCkqPcWd,Learning,0,0
R_1LItsoiN0iuV1Xl,Learning,0,0
R_PFLC468XMpRJDCV,Learning,0,0
R_tSA7WkZ4HlN6d0t,Learning,0,0
R_3stS8Stdmai62Uw,Learning,0,0
R_2VJd7Y9LJjWuDoS,Learning,0,0
R_UaTc7swA0GX1nax,Learning,0,0
R_27Jwdx9VlRZ3gSI,Learning,0,0
R_0UQPDBgZxgAIaat,Learning,0,0
R_9B9aO7F9aT52xLb,Learning,0,0
R_1DuOSj3qvw7GBPT,Learning,0,0
R_32RuEmXpWD13T3K,Learning,0,0
R_31Es19OKRdLS7oE,Learning,0,0
R_1GBNgobFTO5GSRB,Learning,0,0
R_3rYeFVPBHkZUDeZ,Learning,1,1
R_1lrtCYXZxAXXIhU,Learning,0,1
R_2X0cHuSiaQfMPMN,Learning,0,0
R_2WvbBY7RUlk00Wa,Learning,1,0
R_2fHFAPylOKsa7P0,Learning,0,0
R_3iEe6nyoYBYNtts,Learning,0,1
R_2fvP5fW5giKpDXy,Learning,0,1
R_2xS61b5um8y9m2j,Learning,0,1
R_sdTphFjJeQlsWyZ,Learning,1,1
R_2wbiPaUIURkmbPj,Learning,0,1
R_rqMvcIQDV9PxeX7,Learning,1,1
R_3hfGVhoyQKG9CL8,Learning,0,0
R_3eq9R4nM4r4GnHi,Learning,1,1
R_2Xp1C1MtxXr1RFG,Learning,0,0
R_3nGU9mit4xmQIaZ,Learning,0,0
R_3HGo80riwqQuEMF,Learning,1,1
R_1mEjslq1kLZaOkZ,Learning,0,0
R_3ilDlvfHgAFRpKp,Learning,0,1
R_1H7WXa9t9DIz1cd,Learning,0,0
R_YaeQRspVqPAXmZH,Learning,1,1
R_26kTwYXw4YKcZ14,Learning,0,0
R_rfPAlZVj4SKWghz,Learning,1,1
R_1KkAqrYxGJs3FMk,Learning,1,1
R_1Peim2X8AgfvN9r,Learning,0,0
R_3ltuMfGPTTTpxjH,Learning,0,0
R_2wN9dl0SVLQauON,Learning,0,0
R_2E5IBceL8IDejcA,Learning,1,1
R_2ttiwnSHmdtsKlo,Learning,1,1
R_2Y5G1yuQBCz7d2M,Learning,1,1
R_1ilfJWG8iapxNMj,Learning,0,1
R_1Ldr7l6AkvHZ3rQ,Learning,1,1
R_1F4aUazA9CdZWjQ,Learning,0,1
R_NXUci5bevqS8REJ,Learning,0,0
R_1K3As4LWrLGHSgt,Learning,0,0
R_2COjIPq43Vvh66D,Learning,1,1
R_1Nam4djXXn2pC2V,Learning,1,1
R_31AxQ9wgKu5ztQG,Learning,0,0
R_1MLKUX89GjP8jS4,Learning,0,0
R_2YtFCvDmz8FvzMC,Learning,0,0
R_bKqh3sskVOto8xz,Learning,0,0
R_30rhbefJztmh31h,Learning,0,0
R_2PheYdIzlLXeh6R,Learning,0,0
R_3FQbox0neD4hOs0,Learning,0,0
R_1HklJDrNl0osLDs,Learning,1,1
R_2QlnasksU0JSxTE,Learning,0,0
R_a5W6nMQEidKuAgh,Learning,1,1
R_3DvwGsUhSMC9kuf,Learning,0,0
R_2EvmAynyhs5scGm,Learning,1,1
R_2ttZxgYMtgo3wLg,Learning,1,1
R_XvQejvuF1fEca4N,Learning,1,1
R_1ri699FpJPSazwM,Learning,0,0
R_3L54Bsr44bdNxPK,Learning,0,0
R_2414XWZjNp05lha,Learning,0,0
R_1q4APLXoYw9rIIL,Learning,0,0
R_WeuDgRyA37oSGRz,Learning,1,1
R_3iJwqZpLWe8Z9zj,Learning,0,0
R_2ctOETcrAGJpCz6,Learning,0,0
R_2dY2cyPllspYHr8,Learning,1,1
R_3NDG0qMODZ5CrK3,Learning,0,0
R_22JnwIhxX0tQ2Z1,Learning,1,1
R_tMvRYth35SJk849,Learning,1,1
R_1IgUXIXCjNqsiW7,Learning,0,0
R_2fqhKT94izD7KE3,Learning,0,0
R_2qn3l0SRhI2VzrK,Learning,0,0
R_qEFTTL5TexWQYDf,Learning,0,0
R_1E6wlfKIWDecMXc,Learning,0,0
R_1KxtxM8HfIvoRBp,Learning,0,0
R_1daBzw0WwOjZx4T,Learning,0,0
R_3xiRnaUNL8yDEqZ,Learning,0,0
R_vc4KAMpEni3Al1L,Learning,1,0
R_SHNUx2aUajQcwV3,Learning,0,0
R_1MYQX9iSxkLmPla,Learning,0,0
R_3qEjnmbaD0d67b8,Learning,0,0
R_3dRnuclT0hMF2TE,Learning,0,0
R_2c0cc9AvyF24vAH,Learning,0,0
R_3kzTN7MikTnzgu1,Learning,0,0
R_bDgEK97UPz7p0u5,Learning,0,0
R_1OV1E344htK9xMJ,Learning,0,0
R_2rvf5zeboihxXTZ,Learning,0,0
R_2UYgrfbpZ0rVeG9,Learning,0,0
R_2v7E79eLVzDE8EF,Learning,0,0
R_3PjEbmhcLuOUzrb,Learning,0,0
R_2PkafdMV3ikQSJa,Learning,0,0
R_3PdAaZ3lyTuHYdK,Learning,0,0
R_6nF9SXDhOwlJ25H,Learning,0,0
R_TpB6xFgmszi9NW9,Learning,0,0
R_2Pj7OIxOzftnDh0,Learning,0,0
R_8HWROCH3fxdYDDP,Learning,0,0
R_3L5NYbmvdrabT7h,Learning,0,0
R_SUFHH0kzBpevVER,Learning,0,0
R_3jw265ka7NVQ0QF,Learning,0,0
R_2YAnEolBSzvcy82,Learning,0,0
R_2aFWuyDQ8pHdBny,Learning,0,0
R_3kHdzqdH28aDwhV,Learning,0,0
R_1QoUKIXksg9fcT8,Learning,0,0
R_2woBcEvMZXIWiYi,Learning,0,0
R_XKWUW6c74KQFuxz,Learning,1,1
R_33j9jFaPDEYjBbB,Learning,0,0
R_xbWast4fiAyHXl7,Learning,0,0
R_agUzDBnAEDmYzWp,Learning,0,0
R_2dtPbu3UG72QCea,Learning,0,0
R_1JPF3Tph3o9MdD7,Learning,0,0
R_Op3ON7X3S2UcFMJ,Learning,0,0
R_33l1L4IdIviNznX,Learning,0,0
R_3ELvyazvuHwCMCJ,Learning,0,0
R_O2P5puzlUeKIfMR,Learning,0,0
R_25ZqijXYb66F2lW,Learning,0,0
R_AckbkKA1vOfPDP3,Learning,0,0
R_2SlB6dy4BHSnBU6,Learning,0,0
R_1HdUXIgIlmOujTH,Learning,0,0
R_uzdDcxQlscvOPWp,Learning,0,0
R_22KdB6zyZ6zO4QR,Learning,0,0
R_2PbcD8dxu8QfGsE,Learning,0,0
R_1l4V2Nlu31aqakp,Learning,0,0
R_2ze9rLVcw0we5gm,Learning,0,0
R_1IQMjh4ODbBCB75,Learning,0,0
R_1mPC8v1RklkOP8k,Learning,0,0
R_2S0ouPx6tAADLrV,Learning,0,0
R_2fHGMWZeEB89zHA,Learning,0,0
R_32PXuL0RPy0ynJl,Learning,0,0
R_26o3ExrCIEG6ls5,Learning,0,0
R_3Ry0XSttaQ4ryY5,Learning,0,0
R_RXfNmtrXsqgiSZ3,Learning,0,0
R_1NsojY1SDzUwTQc,Learning,0,0
R_3oMJ8eX1Dffb1tb,Learning,0,0
R_WoEa3Q5s7Ymr0zf,Learning,0,0
R_1dzA2w0WQz9UZkZ,Learning,1,0
R_3EaoKSSLgmPXneZ,Learning,0,0
R_1etnSW2kPSGek2p,Learning,1,0
R_2P23QhM2T3zA4NY,Learning,0,0
R_24dbin5h9HYTGBE,Learning,0,0
R_3NJWmcaoaLrmQHH,Learning,0,0
R_3PhhBVBlJUQfMJO,Learning,0,0
R_27KeyPrdr0zpNvn,Learning,0,0
R_2zRNLF868A6meJa,Learning,0,0
R_1N9RvC3MQEnEEL4,Learning,0,0
R_3Pobo5Hi9P2OP3v,Learning,0,0
R_2QXqQrWxxD4XAkI,Learning,0,0
R_3G2O2AA8xEhURij,Learning,0,0
R_33k8AYmyE0uWeyT,Learning,0,0
R_2fe9Rs604Z7dkfm,Learning,0,0
R_1rD4XmeWL09NYV3,Learning,0,0
R_1M6RQv59zaA66oS,Learning,0,0
R_3JrwefAxu4NN8kK,Learning,0,0
R_9RWArcNPDn4eCPL,Learning,0,0
R_vDKjEhKlY3hKfyp,Learning,0,0
R_1BYoeEgpLCug2xD,Learning,0,0
R_31i2ABI90Bj7CHz,Learning,0,0
R_3g5BrG4WYnkplJP,Learning,0,0
R_pimCNhJ7nWyw9kR,Learning,0,0
R_2zAMOQPMz3ngVii,Learning,0,0
R_cMHSJr3XitDya5P,Learning,0,0
R_2AG37lmCHSGTauc,Learning,0,0
R_1Fg4BXcVKHfVB0c,Learning,0,0
R_1H6Nd6ghGEMuZKn,Learning,0,0
