Respondent ID,Start Date,End Date,time,resp,sex,race,additionalRace,age,edu,income,god,belief,science,Exclusion,ExclusionPostCoding,RespBinary,reason,Objection,Condition,scenarioCond,policyOrAB,BenefitFinal,LearningFinal,AbsenceHarmFinal,EqualityFinal,PhysicalRisk/HarmFinal,OtherRisk/HarmFinal,IneffectiveFinal,RandomizationFinal,ExperimentationFinal,InequalityFinal,NoEquipoiseFinal,BadDesignFinal,NoticeFinal,ConsentFinal,TooLongFinal,PickAPolicyFinal,GoodIntentFinal,BadIntentFinal,StatusQuoFinal,PatientConfidenceFinal,CoddledExpertsFinal,AgentsAlreadyKnowFinal,AgentsShouldAlreadyKnowFinal,ExpertsAlreadyKnowFinal,ExpertsShouldAlreadyKnowFinal,ParticipantKnowsBestFinal,PatientAlreadyShouldKnowFinal,BenefitSA,BenefitMM,LearningSA,LearningMM,AbsenceHarmSA,AbsenceHarmMM,EqualitySA,EqualityMM,PhysicalRisk/HarmSA,PhysicalRisk/HarmMM,OtherRisk/HarmSA,OtherRisk/HarmMM,IneffectiveSA,IneffectiveMM,RandomizationSA,RandomizationMM,ExperimentationSA,ExperimentationMM,InequalitySA,InequalityMM,NoEquipoiseSA,NoEquipoiseMM,BadDesignSA,BadDesignMM,NoticeSA,NoticeMM,ConsentSA,ConsentMM,TooLongSA,TooLongMM,PickAPolicySA,PickAPolicyMM,GoodIntentSA,GoodIntentMM,BadIntentSA,BadIntentMM,StatusQuoSA,StatusQuoMM,PatientConfidenceSA,PatientConfidenceMM,CoddledExpertsSA,CoddledExpertsMM,AgentsAlreadyKnowSA,AgentsAlreadyKnowMM,AgentsShouldAlreadyKnowSA,AgentsShouldAlreadyKnowMM,ExpertsAlreadyKnowSA,ExpertsAlreadyKnowMM,ExpertsShouldAlreadyKnowSA,ExpertsShouldAlreadyKnowMM,ParticipantKnowsBestSA,ParticipantKnowsBestMM,PatientAlreadyShouldKnowSA,PatientAlreadyShouldKnowMM,NecessaryRevealSA,NecessaryRevealMM,AmbiguousSA,AmbiguousMM,Disagreement
6297092996,7/18/17 13:16,7/18/17 13:17,0:01,4,2,4,,34,5,6,5,5,1,0,0,0,Having a doctor treat me while seeing a cheat sheet attached to his clothing would not instill a sense of confidence.,Non-Object,badge,Badge,Policy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6297093687,7/18/17 13:16,7/18/17 13:18,0.001388889,4,1,3,,66,2,2,1,1,2,1,0,,it help me to understand what the doctor is doing.,Non-Object,badge,Badge,Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297094841,7/18/17 13:17,7/18/17 13:18,0:01,5,2,3,,50,2,1,3,3,2,0,0,0,I think this is a good safety measure.  It holds the doctor accountable.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297095060,7/18/17 13:17,7/18/17 13:19,0.001388889,2,1,3,,35,6,3,5,5,1,1,0,,I would want to trust that the doctors to inform the patient of the risks of a procedure. I also feel like the doctors would resent this decision. ,Object,badge,Badge,Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297097818,7/18/17 13:18,7/18/17 13:19,0:01,5,1,3,,27,3,2,5,5,1,0,0,0,This does no harm to doctors. It is a good way to remind them of the proper procedure,Non-Object,badge,Badge,Policy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297098191,7/18/17 13:18,7/18/17 13:21,0.002083333,5,2,3,,64,6,3,1,2,4,1,0,,This is appropriate because it is visible to all the patients who would find this comforting to see this.,Non-Object,badge,Badge,Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297098747,7/18/17 13:19,7/18/17 13:20,0:01,5,1,3,,32,4,2,5,5,1,0,0,0,This doctor is providing due diligence to keep his patients healthy.  Communication is very important and it helps reduce risk.  ,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297099941,7/18/17 13:19,7/18/17 13:22,0:03,4,2,3,,44,4,5,3,3,2,0,0,0,Most doctors would already follow standard procedures. But it would not hurt to be reminded.,Non-Object,badge,Badge,Policy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6297101782,7/18/17 13:20,7/18/17 13:23,0:03,5,1,1,,24,3,1,1,2,2,0,0,0,"Even if the doctors are confident in what to do, we are all humans, and there are still room for mistakes. This can decrease the chances of a mistake happening, and help give an all around better chance for the patient.",Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297103396,7/18/17 13:21,7/18/17 13:23,0:02,5,1,3,,31,4,2,3,5,1,0,0,0,Because it could help save lives and doesn't really cost anything.,Non-Object,badge,Badge,Policy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297104484,7/18/17 13:20,7/18/17 13:24,0:04,4,2,3,,27,3,3,2,3,2,0,0,0,Some doctors who may not do this procedure very often may forget small important details. The idea of a new badge may help them have a quick notes reference to avoid any issues with the patient they are helping. This also will probably give peace of mind to the families and patients that see that this doctor is certified for this type of procedure. ,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297104647,7/18/17 13:22,7/18/17 13:24,0:02,4,1,3,,47,5,6,5,5,1,0,0,0,"While it might not be looked at before every treatment, it is readily available as a refresher and this alone, may reduce infections.",Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297111301,7/18/17 13:25,7/18/17 13:26,0:01,4,2,3,,30,3,2,5,5,2,0,0,0,It is never a bad idea to have a reminder of how to do things right. ,Non-Object,badge,Badge,Policy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6297112023,7/18/17 13:25,7/18/17 13:27,0.001388889,4,2,3,,49,4,3,3,3,2,1,0,,I have never heard of such a thing so why not. This way maybe the patient and know more of what should be done. ,Non-Object,badge,Badge,Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297118083,7/18/17 13:29,7/18/17 13:30,0:01,4,1,3,,26,3,2,5,5,1,0,0,0,It is good not to kill people with infections.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297118259,7/18/17 13:29,7/18/17 13:31,0:02,5,1,3,,56,4,6,5,5,1,0,0,0,I used to work in a hosptial - checklists work! It adds accountability rather than depending on human memory,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297118661,7/18/17 13:29,7/18/17 13:30,0.000694444,3,1,3,,36,3,1,3,3,3,1,0,,meow meow meow meow meow meow meow meow meow meow meow meow ,Non-Object,badge,Badge,Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297118875,7/18/17 13:29,7/18/17 13:31,0:02,3,1,3,,25,5,5,2,3,2,0,0,0,It seems like a halfway decent idea for patients to be able understand whats going on and to remind doctors of the safety procedures. If I was the doctor though I would feel a little coddled and resent it. ,Non-Object,badge,Badge,Policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297121694,7/18/17 13:31,7/18/17 13:33,0:02,4,1,3,,41,4,2,1,3,2,0,0,0,"I think it might make a difference in raising awareness, which would make a difference in doctor's actions. To be honest, it sounds like a great experiment to conduct to see whether it lowers infections.",Non-Object,badge,Badge,Policy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297122166,7/18/17 13:31,7/18/17 13:32,0:01,4,1,3,,33,6,5,2,3,2,0,0,0,I feel it's appropriate because it may lead to more safety.  It may or may not be effective though.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297122424,7/18/17 13:31,7/18/17 13:33,0:02,4,1,3,,30,4,3,2,4,2,0,0,0,I don't really understand why it would be inappropriate to label doctors with safety tips. ,Non-Object,badge,Badge,Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6297122836,7/18/17 13:31,7/18/17 13:32,0:01,4,1,3,,25,3,2,5,5,2,0,0,0,Because it reminds people of the dangers of the procedure,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297123519,7/18/17 13:32,7/18/17 13:36,0:04,5,2,3,,22,3,3,3,4,1,0,0,0,I think it's really important for the doctor to have important info regarding a risky procedure within reach at all times. I think this will clear up any discrepancies the doctor may have about the process last minute and decrease risk of infection.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297124566,7/18/17 13:32,7/18/17 13:34,0:02,1,1,3,,30,6,6,3,3,2,0,0,1,Doctors are very well trained in preventing infections. Having these directions printed on their badges makes it seem like they are unqualified to be doing their job,Object,badge,Badge,Policy,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6297125968,7/18/17 13:33,7/18/17 13:38,0:05,2,1,4,,40,4,6,5,5,1,0,0,1,"I think having a meeting about it is sufficient. Besides, patients might think they're incompetent if they're caught reading the procedure.",Object,badge,Badge,Policy,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6297126923,7/18/17 13:33,7/18/17 13:35,0.001388889,4,2,2,,22,4,3,2,2,3,1,0,,I think it alerts patients to their procedure. They will have more awareness.,Non-Object,badge,Badge,Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297127481,7/18/17 13:31,7/18/17 13:36,0:05,3,2,3,,31,4,3,5,5,1,0,0,0,I don't think I understand why this would need to be implemented. A doctor should already know the standard safety procedures if they are performing this procedure. ,Non-Object,badge,Badge,Policy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6297128130,7/18/17 13:34,7/18/17 13:35,0:01,1,2,4,,29,4,6,5,5,1,0,0,1,"That won't help at all in the situation. The doctor will be distracted trying to read the badge, and they might contaminate their hands if they touch the badge and then their tools. They should know the precautions by heart.",Object,badge,Badge,Policy,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
6297129162,7/18/17 13:35,7/18/17 13:36,0:01,5,1,3,,33,4,1,1,1,5,0,0,0,It is always a good idea to take extra precautions to ensure the safety of patients.  I personally would like to know that I am in good hands with a doctor that is experienced.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297130848,7/18/17 13:35,7/18/17 13:37,0:02,2,2,3,,53,3,1,3,4,2,0,0,1,"It would make me feel nervous if a doctor had to wear his instructions on a badge. It seems like a good idea in theory, but I would rather he just remember.",Object,badge,Badge,Policy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
6297132475,7/18/17 13:36,7/18/17 13:38,0:02,4,1,2,,34,6,3,3,5,1,0,0,0,You can never be too safe.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297132635,7/18/17 13:36,7/18/17 13:38,0:02,5,1,3,,59,4,1,5,5,1,0,0,0,Makes sense. Who could argue otherwise?,Non-Object,badge,Badge,Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297133952,7/18/17 13:37,7/18/17 13:41,0:04,5,1,4,,36,3,2,5,3,2,0,0,0,"in this field of work, small details matter. one wrong move can kill someone.",Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297145638,7/18/17 13:43,7/18/17 13:46,0:03,4,2,3,,22,3,2,3,4,1,0,0,0,Doctors may find it helpful to have the safety precautions printed on the back of the doctor's ID badge. I don't think this will completely resolve the issues of infections.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297148765,7/18/17 13:45,7/18/17 13:47,0:02,5,2,3,,55,4,4,1,3,3,0,0,0,If this can decrease the chance of infection then it should be done. ,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
