StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xAB1,FreeResponse,xAB2,FreeResponse,xAB3,FreeResponse,xAB4,FreeResponse,xAB5,FreeResponse,xAB6,FreeResponse,xAB7,FreeResponse,xAB8,FreeResponse,xAB9,FreeResponse,xAB10,FreeResponse,xAB11,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income
10/23/17 18:11,10/23/17 18:13,0,173.80.147.75,100,93,1,10/23/17 18:13,R_21aIp0OE41kKLXd,,,,,38.36329651,-81.80889893,anonymous,EN,,,,,5,Both groups are within the accepted range so no harm will be done. ,,,,,,,,,,,,,,,,,1,3,33,4,2
10/23/17 18:10,10/23/17 18:14,0,174.222.134.252,100,227,1,10/23/17 18:14,R_1qfDUrMcEYsEeUI,,,,,37.75100708,-97.8219986,anonymous,EN,,,3,"Well the drugs could  have better results for some people and worst results for other, so taking two groups of 50 and giving 1 type each and seeing which is better is a bad idea in my opinion. Because one drug could be better for a certain type of person and worst so instead of finding which drug is better for the average person he should find out which drug is better for all different types of people.",,,,,,,,,,,,,,,,,,,1,3,21,3,3
10/23/17 18:12,10/23/17 18:14,0,74.138.131.101,100,123,1,10/23/17 18:14,R_3JFsOKDFtMAvrOH,,,,,38.30360413,-85.5786972,anonymous,EN,,,,,,,,,,,,,,,,,,,1,Because he is treating similar level employees differently. ,,,1,3,46,4,5
10/23/17 18:11,10/23/17 18:14,0,69.178.147.146,100,210,1,10/23/17 18:14,R_11i1jd6NyB7Q2ny,,,,,33.90710449,-118.0766983,anonymous,EN,,,,,,,,,,,,,,,4,"The choice is not ideal because depending on the outcome of the tests one half of the adults will be at a disadvantage. Those who receiving training immediately may quickly flood the market, or take available jobs leaving the untrained people in a worse situation. However I think the decision is still somewhat appropriate because at least half of the adults will be better off than before.",,,,,,,1,2,22,4,2
10/23/17 18:12,10/23/17 18:14,0,184.4.120.5,100,138,1,10/23/17 18:14,R_w6JQOSIkZ3CzB2p,,,,,28.94000244,-81.98970032,anonymous,EN,,,,,,,,,4,I like the idea because I believe a teacher will strive for better results if an extra reward is offered.,,,,,,,,,,,,,2,3,29,4,1
10/23/17 18:13,10/23/17 18:15,0,104.5.21.103,100,115,1,10/23/17 18:15,R_2D2KqigLTiN5PSs,,,,,41.60249329,-86.26429749,anonymous,EN,,,,,,,,,,,4,It's somewhat appropriate in that they are not misleading people into joining the profession. But I think it would be most beneficial if the information from both posters were altogether on one poster so everyone got the same information.,,,,,,,,,,,2,3,39,6,4
10/23/17 18:14,10/23/17 18:15,0,172.72.42.234,100,48,1,10/23/17 18:15,R_2TuWE9Ea1a7Kmnr,,,,,35.17070007,-80.79199982,anonymous,EN,,,,,,,,,3,It's up to him to decide what is best and what works.,,,,,,,,,,,,,2,3,45,4,4
10/23/17 18:13,10/23/17 18:15,0,165.230.225.222,100,112,1,10/23/17 18:15,R_2uTzjzaJVM7yrEQ,,,,,40.48350525,-74.44319916,anonymous,EN,,,,,,,,,,,,,4,"I think the scheduling option is very appropriate, but the idea of sending out crossword puzzles is inappropriate.",,,,,,,,,2,3,30,5,2
10/23/17 18:13,10/23/17 18:15,0,72.208.78.190,100,139,1,10/23/17 18:15,R_1DRMHILt3G6joth,,,,,33.39720154,-111.7857971,anonymous,EN,,,,,,,,,,,4,This seems to be a viable model for deciding between two potential ways to recruit however it seems that waiting a year before determining which option is more effective is far too long. This could be done by some type of subset sampling.,,,,,,,,,,,1,3,31,3,4
10/23/17 18:13,10/23/17 18:16,0,104.5.125.163,100,148,1,10/23/17 18:16,R_a93qNNdAWdVYQsF,,,,,37.21899414,-93.31759644,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,because he doesn't know which is best but both are approves so hes not endangering his patients in any way,2,3,23,3,1
10/23/17 18:13,10/23/17 18:16,0,173.244.48.165,100,188,1,10/23/17 18:16,R_7P8oaQTKUaWFqs9,,,,,34.05439758,-118.2440033,anonymous,EN,,,,,,,5,"it is giving people with no chance of succeeding. if it works then more people will get jobs and get off welfare, if it doesn't work at least the people below the poverty line get a chance.",,,,,,,,,,,,,,,1,1,35,3,2
10/23/17 18:14,10/23/17 18:16,0,199.21.204.68,100,117,1,10/23/17 18:16,R_2wbsxiW6S2HqlYO,,,,,40.39300537,-111.7837982,anonymous,EN,,,,,,,,,,,,,,,,,,,2,I feel that his experiment does nothing to influence employees to increase their rate of using the company plan. Offering more options does nothing in my opinion.,,,1,3,29,4,4
10/23/17 18:15,10/23/17 18:16,0,73.216.120.203,100,85,1,10/23/17 18:16,R_2SDhLShNbXLM5dN,,,,,39.14920044,-78.27799988,anonymous,EN,,,1,"There was no additional risk to either patient set, he could have done either acceptable. ",,,,,,,,,,,,,,,,,,,1,3,35,4,6
10/23/17 18:14,10/23/17 18:17,0,107.15.186.57,100,129,1,10/23/17 18:17,R_2dGTzGtqVeacf0h,,,,,35.60220337,-78.87860107,anonymous,EN,,,,,1,It seems morally wrong to experiment of living human babies like that. Also no where in that paragraph did it mention that the head of hospital unit is receiving permission from the parents of the children to conduct this study. ,,,,,,,,,,,,,,,,,2,3,27,4,4
10/23/17 18:15,10/23/17 18:17,0,73.245.161.68,100,111,1,10/23/17 18:17,R_u2qpwSdweENxRZL,,,,,25.85299683,-80.23480225,anonymous,EN,,,,,,,,,,,5,"There is nothing objectionable about this decision. It is not doing anything unethical and it just wants to do what's best. Thus, I think  congress' decision is very appropriate.",,,,,,,,,,,1,2,27,3,2
10/23/17 18:16,10/23/17 18:17,0,192.188.254.2,100,101,1,10/23/17 18:17,R_bplp0h28I3Nd4sN,,,,,43.04640198,-87.96690369,anonymous,EN,,,,,4,"While the hospital unit head's decision is supposed to be in the best interest of treating babies, he does not acquire informed consent from the babies' parents about the treatment that they will be undergoing.",,,,,,,,,,,,,,,,,1,3,25,4,6
10/23/17 18:14,10/23/17 18:17,0,98.214.27.207,100,195,1,10/23/17 18:17,R_21cErEhqYb9pQWR,,,,,42.32380676,-89.62180328,anonymous,EN,,,,,,,,,,,,,,,,,5,Both programs will benefit the unemployed. It also gives the government the advantage of which program will be more effective.,,,,,2,3,44,4,5
10/23/17 18:15,10/23/17 18:18,0,75.35.24.7,100,184,1,10/23/17 18:18,R_ctNDdWky1ILpLb3,,,,,32.78770447,-96.80000305,anonymous,EN,4,"every hospital is different and have a different program for the residency, so it's best for individual hospital to chose the policy that works best for them. ",,,,,,,,,,,,,,,,,,,,,2,4,24,4,5
10/23/17 18:15,10/23/17 18:18,0,24.196.23.214,100,171,1,10/23/17 18:18,R_1OjloohaB4qWE9a,,,,,32.39199829,-86.24150085,anonymous,EN,,,,,,,,,,,,,,,4,"It's important to research methods to escape poverty. While it's uncommon to practice this particular form of charity, it may be beneficial to see which helps more, a roof or training. Hopefully this test will help streamline charity donations in the future so that less is wasted.",,,,,,,1,3,32,3,3
10/23/17 18:16,10/23/17 18:18,0,65.188.144.193,100,141,1,10/23/17 18:18,R_2wi9zvIwYqB5ka6,,,,,35.6519928,-79.84410095,anonymous,EN,3,because either way you loose. Either no sleep or no education.,,,,,,,,,,,,,,,,,,,,,1,3,42,2,4
10/23/17 18:16,10/23/17 18:18,0,104.2.10.117,100,126,1,10/23/17 18:18,R_2AXqDc87NUDOQJa,,,,,40.11439514,-88.28130341,anonymous,EN,,,,,,,,,2,He could have just asked the teachers which they would prefer the most.  Most importantly there is no control group.,,,,,,,,,,,,,1,3,33,4,5
10/23/17 18:16,10/23/17 18:19,0,173.209.69.250,100,155,1,10/23/17 18:19,R_3dKCzWNf1vGGscX,,,,,26.18840027,-97.92320251,anonymous,EN,,,,,,,,,,,,,,,,,,,,,3,"I am not sure if there are legal restrictions on his action. Alone, it is a valid way to prescribe drugs. Or a doctor could just randomly prescribe different drugs.",1,2,58,3,1
10/23/17 18:17,10/23/17 18:19,0,73.79.235.55,100,108,1,10/23/17 18:19,R_4OUeIqnDJ0LG0Rr,,,,,40.03779602,-76.42089844,anonymous,EN,,,,,,,,,,,,,,,,,,,2,He is treating the employees differently and is not offering all available choices. ,,,2,3,46,4,5
10/23/17 18:02,10/23/17 18:21,0,23.254.217.30,100,1137,1,10/23/17 18:21,R_bNkEgLwSYfBodH3,,,,,40.71429443,-74.0059967,anonymous,EN,,,,,,,,,,,,,,,,,,,2,good survey,,,2,1,29,6,4
10/23/17 18:12,10/23/17 18:21,0,47.184.163.155,100,525,1,10/23/17 18:21,R_3M4OkNhG3pOWSsi,,,,,32.957901,-96.62359619,anonymous,EN,,,,,,,,,,,,,2,"It seems like the medical director is kind of tricking the patients into getting a colonoscopy, which the patient most likely doesn't want even though its beneficial for them.",,,,,,,,,1,4,19,2,4
10/23/17 18:18,10/23/17 18:21,0,45.18.220.14,100,173,1,10/23/17 18:21,R_XoeTQJ6wOzFNNL3,,,,,33.85580444,-85.77580261,anonymous,EN,,,,,,,,,,,,,,,4,"You can think you have the best possible solution to a problem but unless you do an A/B style experiment, how will you really know that you're providing the best that you can? So I think its important what this director is doing.",,,,,,,1,3,31,4,4
10/23/17 18:18,10/23/17 18:22,0,70.176.185.185,100,224,1,10/23/17 18:22,R_2AGuQFcCyecF04n,,,,,33.39720154,-111.7857971,anonymous,EN,,,,,,,,,,,,,,,2,"Despite how effective it is or isn't, it is more important for individuals to learn skills to help themselves.",,,,,,,1,3,41,6,4
10/23/17 18:18,10/23/17 18:22,0,24.21.164.158,100,235,1,10/23/17 18:22,R_qCsgNSolUBuBB4J,,,,,45.4763031,-122.6408005,anonymous,EN,,,,,,,2,It is important to test out different methods for solving social problems. By testing different methods the director could possibly find a better solution to their mission.,,,,,,,,,,,,,,,1,"3,4",32,3,1
10/23/17 18:19,10/23/17 18:22,0,12.201.80.66,100,194,1,10/23/17 18:22,R_1C7PHgJBm5yoMxb,,,,,34.06689453,-118.3108978,anonymous,EN,,,,,,,,,,,,,1,This takes away people's agency.,,,,,,,,,2,5,33,4,2
10/23/17 18:22,10/23/17 18:23,0,47.204.212.64,100,65,1,10/23/17 18:23,R_vfulOFK9Lkt9lYJ,,,,,28.15910339,-82.41680145,anonymous,EN,,,,,,,,,4,it may work if people want different things,,,,,,,,,,,,,1,3,34,4,3
10/23/17 18:20,10/23/17 18:23,0,74.96.206.80,100,168,1,10/23/17 18:23,R_1igm9dCnVcfFniH,,,,,39.06489563,-76.97979736,anonymous,EN,,,,,,,,,,,,,,,,,2,The government is paying citizens to be unemployed. Those who are receiving more money might delay their employment to reap full benefits and the total promised amount of money from this study. The incentive might change from finding a job to getting the money promised if unemployment continues. ,,,,,2,"1,3",22,4,5
10/23/17 18:22,10/23/17 18:23,0,24.127.11.201,100,84,1,10/23/17 18:23,R_2Tu63OvCNL090uB,,,,,42.5144043,-83.01589966,anonymous,EN,,,4,The item maybe of best used by many people.,,,,,,,,,,,,,,,,,,,2,3,46,3,1
10/23/17 18:20,10/23/17 18:24,0,50.103.106.105,100,243,1,10/23/17 18:24,R_3lzBUm7LEBJTmUR,,,,,40.39959717,-88.82119751,anonymous,EN,,,,,,,5,He is actually doing something about the issue and testing to see which way will help the most.,,,,,,,,,,,,,,,2,2,30,2,2
10/23/17 18:24,10/23/17 18:24,0,47.204.212.64,100,46,1,10/23/17 18:24,R_2rSLdqAIyX23T1K,,,,,28.15910339,-82.41680145,anonymous,EN,,,,,,,,,,,2,they should all be the same,,,,,,,,,,,2,3,28,4,3
10/23/17 18:23,10/23/17 18:25,0,174.228.130.51,100,130,1,10/23/17 18:25,R_2AGqsv5mQ8AQhMT,,,,,27.71009827,-82.43139648,anonymous,EN,,,,,,,,,,,,,,,,,,,,,3,"I think it is appropriate to try this experiment, though there is some risk involved by randomly giving drugs to random patients without checking their history first. It can cause negligence.",1,2,20,3,2
10/23/17 18:23,10/23/17 18:25,0,47.148.129.252,100,140,1,10/23/17 18:25,R_TctheB3NNmXSaK5,,,,,34.04620361,-117.6741943,anonymous,EN,,,,,,,,,,,,,,,4,This is actually a pretty well conceived idea - as to the point being made that basic necessities that are required for survival should be arguably provided or in some way have the resources implemented to the public in which can acquire the essential methods needed to survive.  ,,,,,,,2,3,29,3,1
10/23/17 18:24,10/23/17 18:25,0,24.23.244.168,100,109,1,10/23/17 18:25,R_2PkbTlWwqorYnMR,,,,,37.84489441,-122.2375946,anonymous,EN,,,,,,,,,,,,,,,,,,,4,"It seems somewhat sound, but it seems a little unfair to the employees that don't get to choose among the larger number of investment funds. ",,,1,3,46,6,6
10/23/17 18:20,10/23/17 18:26,0,99.178.171.80,100,375,1,10/23/17 18:26,R_eECFkahOPRic7KN,,,,,35.71139526,-78.88619995,anonymous,EN,2,I did not know about such restrictions before reading this.  The arguments for shorter hours makes sense and so does the argument for longer hours.  I am concerned that any patient should be affected at all by a mistake that one of their policies influence.  I suppose some kind of decision must have to be made even though something as precious as life or health is at risk.  An experiment to see what is a more effective policy seems logical.,,,,,,,,,,,,,,,,,,,,,1,3,30,3,2
10/23/17 18:24,10/23/17 18:26,0,68.117.131.48,100,92,1,10/23/17 18:26,R_ugHYyzeVUJujwjf,,,,,43.13310242,-89.34909821,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,"I think it's a bit unprofessional to use chance as a way to treat your patients, and I don't think all of his patients would approve of what he's doing. ",1,3,23,3,2
10/23/17 18:25,10/23/17 18:26,0,96.239.60.221,100,53,1,10/23/17 18:26,R_p9LvGnXfvpxGvAZ,,,,,40.69200134,-73.92680359,anonymous,EN,4,this is appropriate because it will benefit the patients,,,,,,,,,,,,,,,,,,,,,1,3,26,4,4
10/23/17 18:24,10/23/17 18:26,0,174.111.199.190,100,156,1,10/23/17 18:26,R_3kFHOvbazuMnVS7,,,,,36.06170654,-79.8234024,anonymous,EN,,,,,,,,,3,"I chose my reason because incentives can motivate teachers to perform better and motivate students. Yet, the different types of incentives can cause division and uncertainty especially if the teachers can't choose which incentive they'd like to receive.",,,,,,,,,,,,,2,1,49,4,3
10/23/17 18:25,10/23/17 18:26,0,216.129.126.126,100,79,1,10/23/17 18:26,R_1C7qycdV2IU14PL,,,,,37.31199646,-121.9660034,anonymous,EN,,,,,2,Because these babies are real people and shouldn't be used as a test object. It doesn't sound morally right. I would think we should be able to use some other creature close to humans to test this out on. Rats are commonly used.,,,,,,,,,,,,,,,,,1,4,29,4,5
10/23/17 18:24,10/23/17 18:27,0,162.236.238.85,100,185,1,10/23/17 18:27,R_2CqxYQIIDYWwsQS,,,,,38.62269592,-95.26889801,anonymous,EN,,,,,,,,,,,,,3,"it promotes screening So, it's a good thing.",,,,,,,,,2,3,42,4,4
10/23/17 18:23,10/23/17 18:27,0,172.248.210.107,100,256,1,10/23/17 18:27,R_yxyaye4FR5ACtQl,,,,,33.91290283,-118.3439026,anonymous,EN,,,,,,,,,,,,,4,"It's true. Who wants to do this? It adds a little lightness and humor to a serious need to have these done but for some people, this may nudge but may not be enough to get them to do it anyhow.",,,,,,,,,2,3,55,3,6
10/23/17 18:25,10/23/17 18:28,0,216.71.30.210,100,141,1,10/23/17 18:28,R_UK1Mlhu8gOzFyJX,,,,,44.03500366,-103.3781967,anonymous,EN,4,This is a very important decision that affects the lives of the patients. This decision should not be taken lightly but should be made given the findings.,,,,,,,,,,,,,,,,,,,,,1,3,38,3,4
10/23/17 18:23,10/23/17 18:28,0,76.11.173.228,100,300,1,10/23/17 18:28,R_O8e4wc5rHQepEwp,,,,,39.68170166,-87.45670319,anonymous,EN,,,,,,,,,,,2,"The action of basically experimenting with getting applicants for a needed, important job is kind of worrying. This type of job should be done by people who are skilled and caring enough. To only emphasize that it could be a way to gain social respect or a better career is not a great idea. ",,,,,,,,,,,2,3,27,3,2
10/23/17 18:18,10/23/17 18:28,0,184.4.37.125,100,580,1,10/23/17 18:28,R_3q9bmvgpHxYXpjM,,,,,35.68760681,-77.16609955,anonymous,EN,,,,,,,,,,,,,,,,,,,4,I chose somewhat appropriate because the CEO is trying to motivate the employees and also help them better prepare for retirement.,,,1,1,23,4,2
10/23/17 18:26,10/23/17 18:28,0,97.104.136.230,100,113,1,10/23/17 18:28,R_2UfI7z89nlMR865,,,,,28.24159241,-81.2928009,anonymous,EN,,,,,,,,,,,,,,,,,1,"Congress should not be using tax payer money to pay those who are unemployed, even for a short amount of time. This can lead to a GREAT deal of fraud. ",,,,,1,3,33,4,1
10/23/17 18:26,10/23/17 18:29,0,68.3.142.47,100,197,1,10/23/17 18:29,R_2YlYIKMEveUwiVc,,,,,33.50909424,-112.0264969,anonymous,EN,,,,,,,1,"The way to reduce poverty and unemployment is to inspire people to produce.  Increasing welfare never does that.  When Bill Clinton added the work requirement to welfare back in the '90s, on average, people's lives improved and poverty and unemployment were reduced.  No need to experiment - the work has already been done - we know what to do. ",,,,,,,,,,,,,,,1,3,63,6,6
10/23/17 18:24,10/23/17 18:29,0,96.61.1.100,100,305,1,10/23/17 18:29,R_1nVXZLBpzRKTuLx,,,,,44.30409241,-75.26909637,anonymous,EN,,,,,,,,,,,,,,,,,2,Funding for this support is not feasible if the budget is strained.  I might approve of such support if campaign finance contributions are taxed to keep the budget balanced.,,,,,1,3,32,4,2
10/23/17 18:25,10/23/17 18:29,0,71.125.44.68,100,254,1,10/23/17 18:29,R_2YljIYEUzkoQ2Cc,,,,,40.72799683,-73.94529724,anonymous,EN,,,,,,,4,"I believe it is somewhat appropriate because he is trying to find out the best way to go about a problem. Sometimes the only way to test something is in real world situations. The test will only go on for a year and everyone is still getting the help the need, just some more than others.",,,,,,,,,,,,,,,1,4,35,4,1
10/23/17 18:28,10/23/17 18:30,0,73.42.0.183,100,136,1,10/23/17 18:30,R_2ffILW1elnWdA9P,,,,,30.52520752,-84.33209991,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,"I think that is a reasonable experiment to run, assuming the side effects are about equal. That way he has his own data to make a call.",1,3,38,4,3
10/23/17 18:29,10/23/17 18:31,0,24.11.12.196,100,121,1,10/23/17 18:31,R_3OdecwLaPXSg72B,,,,,41.70480347,-111.870903,anonymous,EN,,,,,4,"I feel that this is a good way to test the appropriate level to support the baby without giving it too much or more than it needs. However, there could be a lot of babies that die because of the test. 1 year is a long time.",,,,,,,,,,,,,,,,,1,3,28,5,2
10/23/17 18:20,10/23/17 18:35,0,64.18.47.254,100,853,1,10/23/17 18:35,R_2ZKMTpbYBoIXPPX,,,,,41.09199524,-80.64160156,anonymous,EN,,,,,,,,,,,,,,,,,,,2,Why should some employees not receive the extra 5 choices? ,,,1,3,38,6,5
10/23/17 18:32,10/23/17 18:35,0,24.188.21.232,100,158,1,10/23/17 18:35,R_211bx6gnF94qsgp,,,,,40.84609985,-74.59140015,anonymous,EN,,,,,,,,,,,,,2,"The first idea is good because it's not obtrusive.  The second idea of pre-screening is obtrusive and some might find it annoying.  No doubt, the half receiving an appointment without setting it up will be calling them to cancel or scream causing them a customer service nightmare.  Bad idea.",,,,,,,,,1,3,56,5,6
10/23/17 18:32,10/23/17 18:35,0,24.90.165.185,100,152,1,10/23/17 18:35,R_3qOq0CmEONOTWrC,,,,,40.75059509,-73.82039642,anonymous,EN,,,,,,,,,1,The motivation structure is not equal. The people getting vacation time will feel as if they are getting less of an incentive.,,,,,,,,,,,,,1,3,59,3,6
10/23/17 18:33,10/23/17 18:35,0,174.197.7.144,100,110,1,10/23/17 18:35,R_1in8hz8hphpAknI,,,,,42.20080566,-88.04299927,anonymous,EN,,,,,,,,,4,I think the intention is good and there is no real harm done in the process of what he's doing but it does lack transparency with the teachers being subject to the study,,,,,,,,,,,,,1,3,45,6,6
10/23/17 18:33,10/23/17 18:35,0,50.125.249.161,100,157,1,10/23/17 18:35,R_1Nws74CLD0mbNq8,,,,,47.90150452,-122.1844025,anonymous,EN,,,1,"The test pool he has is most likely not diverse enough to get a good idea of which one works overall on the most people, there are too many things outside his influence that could factor the outcome. It also makes him think of his patients less as individuals, which could lead to a bad judgement for that particular patient",,,,,,,,,,,,,,,,,,,2,3,27,3,5
10/23/17 18:34,10/23/17 18:36,0,100.11.94.156,100,105,1,10/23/17 18:36,R_cZ1zAH6XY7rITiF,,,,,40.22619629,-75.29309845,anonymous,EN,,,,,,,,,,,,,4,I found the procedure to be completely normal.,,,,,,,,,1,3,30,3,1
10/23/17 18:34,10/23/17 18:36,0,66.229.115.28,100,133,1,10/23/17 18:36,R_0BeQHlM7NaXz1Kh,,,,,26.29769897,-80.17759705,anonymous,EN,,,4,"As long as both drugs are accepted by the FDA, it shouldn't cause any particular harm to anyone testing which one is better overall. ",,,,,,,,,,,,,,,,,,,2,1,45,6,4
10/23/17 18:36,10/23/17 18:37,0,190.152.128.200,100,60,1,10/23/17 18:37,R_296xcDEfT5ejP4M,,,,,-1.25,-78.61669922,anonymous,EN,,,,,,,,,,,,,,,,,,,4,He is bargaining with people's retirement savings. He should offer both choices to both groups.,,,2,3,25,4,3
10/23/17 18:36,10/23/17 18:38,0,174.198.10.126,100,124,1,10/23/17 18:38,R_2952FOtM3No1b5U,,,,,42.34120178,-88.11370087,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,He is experimenting on people without their consent and that doesn't seem like it's appropriate to do. If people were informed I would think it was a better idea.,1,3,32,4,3
10/23/17 18:36,10/23/17 18:38,0,24.163.108.104,100,156,1,10/23/17 18:38,R_2cqGa0v7eSbCXWQ,,,,,35.94659424,-78.79769897,anonymous,EN,,,,,,,4,"It sounds reasonable to try out. However, I do not think increasing welfare will reduce poverty.",,,,,,,,,,,,,,,2,3,32,3,1
10/23/17 18:37,10/23/17 18:39,0,192.12.149.152,100,130,1,10/23/17 18:39,R_1DSTtviUNesESk2,,,,,40.77310181,-80.39589691,anonymous,EN,4,"The accrediting body is working under the assumption that patient welfare is what is most important. Therefore, they should be allowed to consider whatever choice is best suited for the patients in the hospital. ",,,,,,,,,,,,,,,,,,,,,2,3,21,3,3
10/23/17 18:39,10/23/17 18:42,0,73.138.208.76,100,156,1,10/23/17 18:42,R_3k6QrDbHafeIMeV,,,,,26.52450562,-80.06900024,anonymous,EN,,,,,2,"because it doesnt seem like the received consent from the parents, and it seems like theres a more ethical way to conduct the experiment.",,,,,,,,,,,,,,,,,1,3,25,3,2
10/23/17 18:41,10/23/17 18:43,0,50.76.138.163,100,111,1,10/23/17 18:43,R_1l3IM4k9fcycLCx,,,,,39.66589355,-105.0962982,anonymous,EN,,,,,,,,,,,4,"While both options may prove beneficial, it feels somewhat like an experiment that is being done without the consent of the target group.",,,,,,,,,,,1,5,41,3,2
10/23/17 18:42,10/23/17 18:45,0,24.179.53.99,100,174,1,10/23/17 18:45,R_b76WMRf7DETLITn,,,,,30.27119446,-89.77050018,anonymous,EN,,,,,,,,,,,,,,,4,I think It will give a good idea of the best option. I do worry about those without the good roof though. I think either will be helpful. I would let the individuals first come basis pick what group they wanted to be a part of. ,,,,,,,2,3,29,3,4
10/23/17 18:43,10/23/17 18:45,0,72.23.164.173,100,150,1,10/23/17 18:45,R_1ezUkXbNfUhphQt,,,,,41.88110352,-80.16290283,anonymous,EN,,,,,,,1,I think it is inappropriate to treat people who depend on your policies as test subjects without their input,,,,,,,,,,,,,,,2,3,24,4,3
10/23/17 18:40,10/23/17 18:49,0,172.56.3.6,100,505,1,10/23/17 18:49,R_AHfiG7IXGPs5b3P,,,,,38.8927002,-76.94300079,anonymous,EN,,,,,,,,,,,,,,,,,2,I do not understand how the congress can afford to spend all that money to people that are not working.  It seems as though either group would not try to find a job until after the payments had stopped.  I believe the money would be better spent educating the unemployed so they have skills to find jobs.  The congress should also help businesses create more jobs.,,,,,2,3,68,3,2
10/23/17 18:48,10/23/17 18:50,0,24.112.140.205,100,133,1,10/23/17 18:50,R_eWhf6xiaoIJ4VlD,,,,,39.7677002,-76.32610321,anonymous,EN,,,4,"It is unfair if one of the medicines do not have as much of an effect than the other one. Each participant should have equal treatment; however, it is more beneficial in the long run to see which drug has more benefits so that the doctor can use this drug more in the future.",,,,,,,,,,,,,,,,,,,1,3,20,3,3
10/23/17 18:47,10/23/17 18:50,0,76.179.75.241,100,172,1,10/23/17 18:50,R_1rNsZf4l6M1pi2i,,,,,43.59230042,-70.37349701,anonymous,EN,3,"I've never worked in, or had extensive exposure to health care systems. My opinion in this matter is not based on a reasonable level of knowledge. ",,,,,,,,,,,,,,,,,,,,,1,3,46,3,5
10/23/17 18:48,10/23/17 18:51,0,35.40.110.6,100,186,1,10/23/17 18:51,R_1MQxHrcpI7IX2g9,,,,,42.97419739,-85.93109894,anonymous,EN,,,,,,,,,,,,,,,,,2,It doesn't seem fair for them to get money even if they have a job.,,,,,2,3,19,3,1
10/23/17 18:50,10/23/17 18:52,0,174.194.20.139,100,108,1,10/23/17 18:52,R_12KJKdc3ZD2ad2x,,,,,35.22709656,-80.8431015,anonymous,EN,,,,,,,,,,,,,,,,,,,2,They should all have the same choices.  This is not something you experiment with.,,,1,3,43,4,5
10/23/17 18:47,10/23/17 18:52,0,76.14.30.138,100,298,1,10/23/17 18:52,R_D7TJjVt8FwydJ6N,,,,,37.5670929,-122.3710022,anonymous,EN,,,,,4,The head doctor don't know what the optimum number is. So this is probably the best way to zoom in on the number which gives the highest survival. Another way is to closely monitor each and every baby's progress closely and adjust levels accordingly.,,,,,,,,,,,,,,,,,1,4,37,4,5
10/23/17 18:49,10/23/17 18:53,0,66.19.68.216,100,233,1,10/23/17 18:53,R_263lYUgUmHbl3ai,,,,,35.52890015,-87.53749847,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,"Doctor Jones should be prescribing the medications based on how well they meet the patients' needs. It's inappropriate to conduct an experiment on patients like this, even if the drugs are considered safe. They're expecting treatment for their high blood pressure, not to be quietly treated like lab rats.",2,3,29,3,1
10/23/17 18:55,10/23/17 18:58,0,67.184.210.16,100,156,1,10/23/17 18:58,R_1M3XEQYB26Q27il,,,,,42.18699646,-88.34649658,anonymous,EN,,,,,,,,,,,,,,,4,"He is testing his idea first, before committing, and overall it will help a significant number of people",,,,,,,1,3,49,4,5
10/23/17 18:56,10/23/17 19:00,0,72.185.128.221,100,237,1,10/23/17 19:00,R_SZBCSKYwnBvufVD,,,,,28.01460266,-82.41699982,anonymous,EN,,,,,,,,,4,"The superintendent wants to improve their students progress.  So, I think is a good idea to do this exercise to discover, how can they help.",,,,,,,,,,,,,2,3,61,6,2
10/23/17 18:58,10/23/17 19:01,0,71.31.21.138,100,159,1,10/23/17 19:01,R_3qL2UjYAO9LqVas,,,,,38.33639526,-82.99240112,anonymous,EN,,,,,,,,,,,,,2,"I think its weird and would be embarrassing, i also think they shouldnt be charged anyways if they dont show up. I think people should still have the choice to do it on their own and not have the doctor intervene into your personal business. ",,,,,,,,,1,3,27,1,1
10/23/17 18:57,10/23/17 19:01,0,70.119.158.7,100,194,1,10/23/17 19:01,R_1mX8Z5orNJoEaRP,,,,,33.00349426,-96.90000153,anonymous,EN,,,,,4,"   If it is unknown which oxygen amount is better for the children, and if neither of those oxygen amount hurts the children, this would be a very helpful experiment for future children who would also need this treatment. ",,,,,,,,,,,,,,,,,2,2,22,3,2
10/23/17 18:59,10/23/17 19:01,0,47.35.74.115,100,165,1,10/23/17 19:01,R_URMDrzM8a9YrWlb,,,,,46.40910339,-84.35369873,anonymous,EN,,,4,"I'm not sure how I feel about the ethics of doctors running experiments on their patients like this, but don't projects like this require a placebo Control group? Isn't that important for accurate and scientific results? ",,,,,,,,,,,,,,,,,,,1,3,31,4,1
10/23/17 19:01,10/23/17 19:02,0,68.101.206.76,100,66,1,10/23/17 19:02,R_31RdrqpIAfJh0C6,,,,,32.70820618,-117.2317963,anonymous,EN,,,,,,,,,,,,,,,,,3,"Because it's an unknown experiment, so it's okay to try once, and see what happens. However, it could have a bad or a good outcome.",,,,,1,3,28,2,2
