pid,condLabel,dv,freeResponse,oid,time,sex,race,white,age,edu,inc,god,intuition,science,intuitiveBeliefs,dv_binary,freeResponse,Objection,policyOrAB,scenarioCond,cond,BenefitFinal,LearningFinal,AbsenceHarmFinal,EqualityFinal,PhysicalRisk/HarmFinal,OtherRisk/HarmFinal,IneffectiveFinal,RandomizationFinal,ExperimentationFinal,InequalityFinal,NoEquipoiseFinal,BadDesignFinal,NoticeFinal,ConsentFinal,TooLongFinal,PickAPolicyFinal,GoodIntentFinal,BadIntentionsFinal,StatusQuoFinal,PatientConfidenceFinal,CoddledExpertsFinal,AgentsAlreadyKnowFinal,AgentsShouldAlreadyKnowFinal,ExpertsAlreadyKnowFinal,ExpertsShouldAlreadyKnowFinal,ParticipantKnowsBestFinal,PatientAlreadyShouldKnowFinal,BenefitSA,BenefitWC,BenefitAgreement,BenefitDisSA,BenefitDisWC,BenefitDisagreement,LearningSA,LearningWC,LearningAgreement,LearningDisSA,LearningDisWC,LearningDisagreement,AbsenceHarmSA,AbsenceHarmWC,AbsenceHarmAgreement,AbsenceHarmDisSA,AbsenceHarmDisWC,AbsenceHarmDisagreement,EqualitySA,EqualityWC,EqualityAgreement,EqualityDisSA,EqualityDisWC,EqualityDisagreement,PhysicalRisk/HarmSA,PhysicalRisk/HarmWC,PhysicalRiskAgreement,PhysicalRiskDisSA,PhysicalRiskDisWC,PhysicalRiskDisagreement,OtherRisk/HarmSA,OtherRisk/HarmWC,OtherRiskAgreement,OtherRiskDisSA,OtherRiskDisWC,OtherRiskDisagreement,IneffectiveSA,IneffectiveWC,IneffectiveAgreement,IneffectiveDisSA,IneffectiveDisWC,IneffectiveDisagreement,RandomizationSA,RandomizationWC,RandomizationAgreement,RandomizationDisSA,RandomizationDisWC,RandomizationDisagreement,ExperimentationSA,ExperimentationWC,ExperimentationAgreement,ExperimentationDisSA,ExperimentationDisWC,ExperimentationDisagreement,InequalitySA,InequalityWC,InequalityAgreement,InequalityDisSA,InequalityDisWC,InequalityDisagreement,NoEquipoiseSA,NoEquipoiseWC,NoEquipoiseAgreement,NoEquipoiseDisSA,NoEquipoiseDisWC,NoEquipoiseDisagreement,BadDesignSA,BadDesignWC,BadDesignAgreement,BadDesignSA,BadDesignDisWC,BadDesignDisagreement,NoticeSA,NoticeWC,NoticeAgreement,NoticeDisSA,NoticeDisWC,NoticeDisagreement,ConsentSA,ConsentWC,ConsentAgreement,ConsentDisSA,ConsentDisWC,ConsentDisagreement,TooLongSA,TooLongWC,TooLongAgreement,TooLongDisSA,TooLongDisWC,TooLongDisagreement,PickAPolicySA,PickAPolicyWC,PickAPolicyAgreement,PickAPolicyDisSA,PickAPolicyDisWC,PickAPolicyDisagreement,GoodIntentSA,GoodIntentWC,GoodIntentAgreement,GoodIntentDisSA,GoodIntentDisWC,GoodIntentDisagreement,BadIntentSA,BadIntentWC,BadIntentAgreement,BadIntentDisSA,BadIntentDisWC,BadIntentDisagreement,StatusQuoSA,StatusQuoWC,StatusQuoAgreement,StatusQuoDisSA,StatusQuoDisWC,StatusQuoDisagreement,PatientConfidenceSA,PatientConfidenceWC,PatientConfidenceAgreement,PatientConfidenceDisSA,PatientConfidenceDisWC,PatientConfidenceDisagreement,CoddledExpertsSA,CoddledExpertsWC,CoddledExpertsAgreement,CoddledExpertsDisSA,CoddledExpertsDisWC,CoddledExpertsDisagreement,AgentsAlreadyKnowSA,AgentsAlreadyKnowWC,AgentsAlreadyKnowAgreement,AgentsAlreadyKnowDisSA,AgentsAlreadyKnowDisWC,AgentsAlreadyKnowDisagreement,AgentsShouldAlreadyKnowSA,AgentsShouldAlreadyKnowWC,AgentsShouldAlreadyKnowAgreement,AgentsShouldAlreadyKnowDisSA,AgentsShouldAlreadyKnowDisWC,AgentsShouldAlreadyKnowDisagreement,ExpertsAlreadyKnowSA,ExpertsAlreadyKnowWC,ExpertsAlreadyKnowAgreement,ExpertsAlreadyKnowDisSA,ExpertsAlreadyKnowDisWC,ExpertsAlreadyKnowDisagreement,ExpertsShouldAlreadyKnowSA,ExpertsShouldAlreadyKnowWC,ExpertsShouldAlreadyKnowAgreement,ExpertsShouldAlreadyKnowDisSA,ExpertsShouldAlreadyKnowDisWC,ExpertsShouldAlreadyKnowDisagreement,ParticipantKnowsBestSA,ParticipantKnowsBestWC,ParticipantKnowsBestAgreement,ParticipantKnowsBestDisSA,ParticipantKnowsBestDisWC,ParticipantKnowsBestDisagreement,PatientAlreadyShouldKnowSA,PatientAlreadyShouldKnowWC,PatientAlreadyShouldKnowAgreement,PatientShouldAlreadyKnowDisSA,PatientAlreadyKnowDisWC,PatientAlreadyShouldKnowDisagreement,NecessaryRevealSA,NecessaryRevealWC,AmbiguousSA,AmbiguousWC,Disagreement
93,badge,5,Because it is always a good idea to have doctors know standard safety procedures before attempting surgery. This is common sense.,R_12ltQDfx2kSjUvx,67,2,3,1,31,2,1,3,2,4,7,0,Because it is always a good idea to have doctors know standard safety procedures before attempting surgery. This is common sense.,Non-Object,Policy,Badge,xA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,bp_short,2,He's using these unwilling people in an experiment to see which is more effective.,R_27IRCs9ml5cXdGJ,79,1,3,1,29,4,2,2,2,4,6,1,He's using these unwilling people in an experiment to see which is more effective.,Object,AB Test,AB Test,ABS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,bp_short,3,The doctor is trying a new method to cut down on the infection. Both options include the same procedures with the same precautions. The only difference is where the precautions are printed. Patients are used without their knowledge all the time. This is n,R_w01eOK7WYrz3aqB,429,2,3,1,55,3,6,4,2,4,8,0,The doctor is trying a new method to cut down on the infection. Both options include the same procedures with the same precautions. The only difference is where the precautions are printed. Patients are used without their knowledge all the time. This is n,Non-Object,AB Test,AB Test,ABS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,bp_long,1,"If he is sure one or the other would save lives, why not do both? It seems a feasible solution. Why risk more lives?",R_C9tmHEJu5BkT48F,273,2,3,1,64,3,1,3,2,5,6,1,"If he is sure one or the other would save lives, why not do both? It seems a feasible solution. Why risk more lives?",Object,AB Test,AB Test,ABL,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,bp_long,4,"I guess he wants to see what works best, so going forward, they can do a better job.",R_9zqRNwrTHuNU5qx,68,2,3,1,34,3,5,3,2,3,8,0,"I guess he wants to see what works best, so going forward, they can do a better job.",Non-Object,AB Test,AB Test,ABL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,bp_long,2,It sounds like they are conducting an experiment with humans. It seems like they have no value for human life.,R_1Ok7SmkXehMM4Ud,154,1,1,0,25,4,4,4,5,3,12,1,It sounds like they are conducting an experiment with humans. It seems like they have no value for human life.,Object,AB Test,AB Test,ABL,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,bp_long,5,Safety precautions are listed in both conditions. This can help determine which way is better.,R_22ugsmrY0MBx3nv,145,1,3,1,38,6,4,5,2,4,9,0,Safety precautions are listed in both conditions. This can help determine which way is better.,Non-Object,AB Test,AB Test,ABL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,bp_short,2,This is very unnecessary. I cannot see how this will help the patients in any way. The doctors area already knowledgeable about the procedure (at least they should be at this point) and they don't need this extra stress added to them.,R_3ehm7NpMJbqK2SY,150,1,3,1,31,4,2,5,4,4,11,1,This is very unnecessary. I cannot see how this will help the patients in any way. The doctors area already knowledgeable about the procedure (at least they should be at this point) and they don't need this extra stress added to them.,Object,AB Test,AB Test,ABS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,poster,5,This is completely reasonable. If it leads to less infections and only requires specific rooms and a list of safety precautions it is a very wise decision.,R_1DHgtQ6IYg8zzdJ,141,1,3,1,36,3,4,3,3,4,8,0,This is completely reasonable. If it leads to less infections and only requires specific rooms and a list of safety precautions it is a very wise decision.,Non-Object,Policy,Poster,xB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,bp_long,5,"Both options intend to reduce infections, with little chance of causing additional harm. Without knowing which will provide better results, there is no cause to prefer one over the other.",R_1pmrVg2z6xYP8da,142,1,2,0,39,4,5,2,1,5,4,0,"Both options intend to reduce infections, with little chance of causing additional harm. Without knowing which will provide better results, there is no cause to prefer one over the other.",Non-Object,AB Test,AB Test,ABL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,poster,5,I don't think it does any harm and having the poster in every procedure room means that the doctors performing the procedure will certainly remember the guidelines and have absolutely no excuse for not following them.,R_2c56hRHMSJcibH4,276,1,1_3,0,29,3,3,1,1,5,3,0,I don't think it does any harm and having the poster in every procedure room means that the doctors performing the procedure will certainly remember the guidelines and have absolutely no excuse for not following them.,Non-Object,Policy,Poster,xB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,bp_short,4,To see the differencr between the group,R_2tLKltnDKoFxrGD,941,1,3,1,29,3,3,4,5,3,12,0,To see the differencr between the group,Non-Object,AB Test,AB Test,ABS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,badge,5,"It doesn't hurt anything, for one. Also, it ensures that if doctors are unsure of the precautions, they always have the instructions with them. The most important thing is to make sure people are safe and healthy, and this should help that.",R_33kegt1LTJD0PIC,158,1,3,1,30,3,1,5,5,2,14,0,"It doesn't hurt anything, for one. Also, it ensures that if doctors are unsure of the precautions, they always have the instructions with them. The most important thing is to make sure people are safe and healthy, and this should help that.",Non-Object,Policy,Badge,xA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,poster,5,"I think it is helpful because even though there's ""common sense"" with safety precautions. There still should be a list to help out surgeons anyway.",R_3KBfUSptkrJPRTQ,109,2,4,0,29,4,1,1,1,5,3,0,"I think it is helpful because even though there's ""common sense"" with safety precautions. There still should be a list to help out surgeons anyway.",Non-Object,Policy,Poster,xB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,bp_short,3,i would need more,R_2CVyrGMGo9B4ThI,51,2,3,1,26,4,4,5,4,4,11,0,i would need more,Non-Object,AB Test,AB Test,ABS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,badge,2,It implies that the doctors are unfamiliar with the procedure. It would make the patients uncomfortable.,R_1HnwY3yFOP4rW9N,91,1,3,1,40,3,2,1,1,5,3,1,It implies that the doctors are unfamiliar with the procedure. It would make the patients uncomfortable.,Object,Policy,Badge,xA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,badge,5,I think it's a good idea because it will remind doctors about the safety precautions and will hopefully lower the infection rate.,R_9zdw0KNxseGNH7r,688,2,3,1,28,4,6,1,1,5,3,0,I think it's a good idea because it will remind doctors about the safety precautions and will hopefully lower the infection rate.,Non-Object,Policy,Badge,xA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,poster,2,People will stop getting treatment all together. They will be nervous about the procedures they might need.,R_2ttcVrXCdFaZ3wD,1172,2,3,1,37,4,2,4,2,4,8,1,People will stop getting treatment all together. They will be nervous about the procedures they might need.,Object,Policy,Poster,xB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,bp_short,2,I just don't understand how where the safety precautions are printed is relevant to the procedure or the well-being of the patient. To test his ideas he should have one group of patients be tested with his first idea to reduce infection and another group ,R_1Lb4JIfoToXik5j,229,2,3,1,19,3,2,3,2,4,7,1,I just don't understand how where the safety precautions are printed is relevant to the procedure or the well-being of the patient. To test his ideas he should have one group of patients be tested with his first idea to reduce infection and another group ,Object,AB Test,AB Test,ABS,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
113,poster,2,I think it will add to the patient's discomfort and worry.,R_2dAbXeXtAdSdOzB,179,2,3,1,33,3,2,5,4,2,13,1,I think it will add to the patient's discomfort and worry.,Object,Policy,Poster,xB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,bp_long,3,"I think that it's tough because it can be a life or death thing, but if there is no information or research up front, you need to start somehow. This is probably borderline inappropriate, because for something this serious, you'll probably need to do a bi",R_1pA8S4OGcNXgCwF,321,1,3,1,30,4,6,2,2,5,5,0,"I think that it's tough because it can be a life or death thing, but if there is no information or research up front, you need to start somehow. This is probably borderline inappropriate, because for something this serious, you'll probably need to do a bi",Non-Object,AB Test,AB Test,ABL,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
